diff_threshold,pred_hr_threshold,train_picks,train_win_rate,train_profit,train_roi,num_picks,win_rate,total_profit,roi,sum_profit,sum_picks,weight,both_roi,decision
0.035,0.6,1671,81.21,-66.46,-0.4,2463,81.53,66.09,0.27,-0.37,4134,75,-0.000895017,
0.035,0,1671,81.21,-66.46,-0.4,2463,81.53,66.09,0.27,-0.37,4134,75,-0.000895017,
0.06,0.75,666,79.13,-82.94,-1.25,974,80.9,82.62,0.85,-0.32,1640,40,-0.00195122,
0.075,0.65,325,77.85,-7.24,-0.22,464,77.8,7.08,0.15,-0.16,789,65,-0.002027883,
0.03,0.86,472,86.02,-71.57,-1.52,675,88.3,71.23,1.06,-0.34,1147,25,-0.002964255,
0.075,0,812,76.11,-135.48,-1.67,1193,77.95,134.87,1.13,-0.61,2005,20,-0.003042394,
0.02,0.84,1505,85.78,-123.73,-0.82,2304,86.94,122.44,0.53,-1.29,3809,75,-0.003386716,
0.025,0.82,1371,85.49,-37.96,-0.28,2008,85.91,36.38,0.18,-1.58,3379,75,-0.00467594,
0.045,0.65,1579,79.99,-84.99,-0.54,2395,80.5,81.49,0.34,-3.5,3974,30,-0.008807247,
0.05,0.82,303,84.82,0.96,0.03,465,84.73,-1.65,-0.04,-0.69,768,40,-0.008984375,
0.035,0.65,1665,81.26,-71.16,-0.43,2455,81.59,66.85,0.27,-4.31,4120,75,-0.010461165,
0.025,0.84,1394,85.87,-51.17,-0.37,2097,86.36,47.03,0.22,-4.14,3491,30,-0.011859066,
0.035,0.6,2290,81.05,-93.73,-0.41,3391,81.33,86.35,0.25,-7.38,5681,30,-0.012990671,
0.07,0.6,955,77.17,-84.03,-0.88,1426,78.12,80.07,0.56,-3.96,2381,20,-0.016631667,
0.065,0.65,509,78.19,-31.2,-0.61,752,78.99,28.34,0.38,-2.86,1261,60,-0.022680412,
0.04,0.75,1194,81.57,-31.72,-0.27,1754,81.81,24.85,0.14,-6.87,2948,90,-0.023303935,
0.035,0.6,1808,81.36,-27.52,-0.15,2664,81.38,16.74,0.06,-10.78,4472,55,-0.024105546,
0.035,0,1808,81.36,-27.52,-0.15,2664,81.38,16.74,0.06,-10.78,4472,55,-0.024105546,
0.035,0.65,1801,81.4,-38.27,-0.21,2655,81.47,27.5,0.1,-10.77,4456,55,-0.024169659,
0.02,0.84,1520,85.86,-108.17,-0.71,2323,86.83,98,0.42,-10.17,3843,70,-0.0264637,
0.03,0.86,454,86.34,-56.35,-1.24,643,88.18,53.42,0.83,-2.93,1097,35,-0.026709207,
0.045,0.75,1086,81.22,-18.98,-0.17,1614,81.35,10.79,0.07,-8.19,2700,55,-0.030333333,
0.025,0.84,1478,85.86,-42.59,-0.29,2207,86.23,31.03,0.14,-11.56,3685,25,-0.031370421,
0.035,0.65,2283,81.08,-104.48,-0.46,3380,81.39,85.98,0.25,-18.5,5663,30,-0.032668197,
0.03,0,2569,81.35,-179.69,-0.7,3857,82.08,157.42,0.41,-22.27,6426,35,-0.034656085,
0.03,0.75,1880,82.66,-14.25,-0.08,2758,82.63,-2.78,-0.01,-17.03,4638,90,-0.036718413,
0.075,0.6,812,76.11,-135.48,-1.67,1192,77.94,127.98,1.07,-7.5,2004,20,-0.03742515,
0.05,0.75,1338,80.49,-60.46,-0.45,2010,81.04,47.65,0.24,-12.81,3348,25,-0.038261649,
0.06,0.75,519,79.77,-28.26,-0.54,747,80.59,23.16,0.31,-5.1,1266,70,-0.04028436,
0.025,0.8,2279,84.25,-26.94,-0.12,3424,84.29,2.16,0.01,-24.78,5703,40,-0.043450815,
0.065,0,708,77.26,-103.76,-1.47,1049,79.12,95.9,0.91,-7.86,1757,35,-0.044735344,
0.065,0.6,708,77.26,-103.76,-1.47,1049,79.12,95.9,0.91,-7.86,1757,35,-0.044735344,
0.065,0.65,701,77.32,-114.51,-1.63,1040,79.33,106.66,1.03,-7.85,1741,35,-0.045089029,
0.03,0.6,2569,81.35,-179.69,-0.7,3856,82.08,150.53,0.39,-29.16,6425,35,-0.045385214,
0.025,0.82,1355,85.39,-54.44,-0.4,1983,85.93,38.83,0.2,-15.61,3338,80,-0.04676453,
0.025,0.78,2076,83.91,-30.83,-0.15,3068,84.06,5.95,0.02,-24.88,5144,75,-0.04836703,
0.045,0.75,1248,81.09,-38.64,-0.31,1854,81.39,23.11,0.12,-15.53,3102,40,-0.050064475,
0.03,0.65,2118,81.92,-43.09,-0.2,3127,82,16.04,0.05,-27.05,5245,65,-0.051572927,
0.03,0.75,1892,82.72,4.2,0.02,2778,82.54,-28.44,-0.1,-24.24,4670,85,-0.051905782,
0.04,0.78,1550,82.97,26.12,0.17,2288,82.56,-46.86,-0.2,-20.74,3838,25,-0.054038562,
0.04,0.65,1342,80.55,-83.95,-0.63,1989,81.1,63.25,0.32,-20.7,3331,75,-0.0621435,
0.025,0,2462,82.05,-158.24,-0.64,3645,82.74,119.92,0.33,-38.32,6107,90,-0.062747667,
0.025,0.6,2462,82.05,-158.24,-0.64,3645,82.74,119.92,0.33,-38.32,6107,90,-0.062747667,
0.03,0.65,2562,81.38,-190.44,-0.74,3845,82.13,150.16,0.39,-40.28,6407,35,-0.062868737,
0.02,0.84,1481,85.75,-128.01,-0.86,2256,86.88,104.5,0.46,-23.51,3737,90,-0.062911426,
0.02,0.84,1481,85.75,-128.01,-0.86,2256,86.88,104.5,0.46,-23.51,3737,85,-0.062911426,
0.03,0.6,2124,81.87,-38.39,-0.18,3136,81.92,5.28,0.02,-33.11,5260,65,-0.062946768,
0.03,0,2124,81.87,-38.39,-0.18,3136,81.92,5.28,0.02,-33.11,5260,65,-0.062946768,
0.035,0.75,1618,82.01,-46.21,-0.29,2356,82.22,20.9,0.09,-25.31,3974,65,-0.063688978,
0.04,0.75,1214,81.38,-60.93,-0.5,1778,81.89,41.87,0.24,-19.06,2992,85,-0.063703209,
0.075,0.78,361,80.33,-25.07,-0.69,484,81.2,19.55,0.4,-5.52,845,20,-0.065325444,
0.03,0.8,2019,84,19.87,0.1,3050,83.7,-53.65,-0.18,-33.78,5069,30,-0.066640363,
0.025,0.82,1440,85.49,-41.3,-0.29,2095,85.82,17.43,0.08,-23.87,3535,65,-0.067524752,
0.04,0.78,1785,82.97,69.69,0.39,2627,82.26,-99.69,-0.38,-30,4412,20,-0.067996374,
0.035,0.6,1870,81.28,-48.34,-0.26,2751,81.35,16.79,0.06,-31.55,4621,50,-0.068275265,
0.035,0,1870,81.28,-48.34,-0.26,2751,81.35,16.79,0.06,-31.55,4621,50,-0.068275265,
0.045,0.82,382,85.6,27.39,0.72,578,84.43,-33.95,-0.59,-6.56,960,55,-0.068333333,
0.035,0.65,1863,81.32,-59.09,-0.32,2742,81.44,27.55,0.1,-31.54,4605,50,-0.068490771,
0.04,0.6,1347,80.48,-85.51,-0.63,1997,81.02,62.49,0.31,-23.02,3344,75,-0.068839713,
0.04,0,1347,80.48,-85.51,-0.63,1997,81.02,62.49,0.31,-23.02,3344,75,-0.068839713,
0.025,0.65,2456,82.08,-162.94,-0.66,3637,82.79,120.68,0.33,-42.26,6093,90,-0.06935828,
0.04,0.8,1883,83.38,157.11,0.83,2822,82.1,-190.1,-0.67,-32.99,4705,15,-0.070116897,
0.035,0.78,1753,83.34,23.02,0.13,2560,82.97,-53.59,-0.21,-30.57,4313,30,-0.070878739,
0.03,0.82,1092,85.62,11.91,0.11,1576,85.34,-30.91,-0.2,-19,2668,55,-0.071214393,
0.025,0.78,2042,83.94,-24.78,-0.12,3011,84.03,-12.92,-0.04,-37.7,5053,85,-0.074609143,
0.025,0.8,2144,84.28,-22.28,-0.1,3216,84.27,-17.83,-0.06,-40.11,5360,50,-0.07483209,
0.035,0.82,784,85.33,2.55,0.03,1102,85.12,-16.78,-0.15,-14.23,1886,60,-0.075450689,
0.03,0,2280,81.67,-88.07,-0.39,3369,81.92,45.05,0.13,-43.02,5649,50,-0.076155072,
0.03,0.6,2280,81.67,-88.07,-0.39,3369,81.92,45.05,0.13,-43.02,5649,50,-0.076155072,
0.075,0.65,411,77.37,-36.29,-0.88,561,78.07,28.61,0.51,-7.68,972,45,-0.079012346,
0.03,0.6,2179,81.78,-61.96,-0.28,3206,81.94,19.37,0.06,-42.59,5385,60,-0.079090065,
0.03,0,2179,81.78,-61.96,-0.28,3206,81.94,19.37,0.06,-42.59,5385,60,-0.079090065,
0.03,0.65,2172,81.81,-72.71,-0.33,3197,82.01,30.13,0.09,-42.58,5369,60,-0.079307134,
0.03,0.6,2357,81.46,-148.6,-0.63,3498,82.05,101.82,0.29,-46.78,5855,45,-0.079897523,
0.03,0,2357,81.46,-148.6,-0.63,3498,82.05,101.82,0.29,-46.78,5855,45,-0.079897523,
0.025,0,2655,82.07,-148.85,-0.56,3947,82.65,94.85,0.24,-54,6602,60,-0.081793396,
0.025,0.6,2655,82.07,-148.85,-0.56,3947,82.65,94.85,0.24,-54,6602,60,-0.081793396,
0.025,0.65,2648,82.1,-159.6,-0.6,3938,82.71,105.61,0.27,-53.99,6586,60,-0.081976921,
0.055,0.75,623,80.1,-33.02,-0.53,918,80.83,20.1,0.22,-12.92,1541,75,-0.083841661,
0.03,0.78,1813,83.89,50.3,0.28,2660,83.35,-88.14,-0.33,-37.84,4473,50,-0.084596468,
0.025,0,2714,82.06,-156.64,-0.58,4059,82.61,99.28,0.24,-57.36,6773,55,-0.084689207,
0.025,0.6,2714,82.06,-156.64,-0.58,4059,82.61,99.28,0.24,-57.36,6773,55,-0.084689207,
0.03,0.65,2273,81.7,-98.82,-0.43,3359,81.99,50.09,0.15,-48.73,5632,50,-0.086523437,
0.03,0.65,2350,81.49,-159.35,-0.68,3488,82.11,106.86,0.31,-52.49,5838,45,-0.089910928,
0.025,0.82,1451,85.53,-33.59,-0.23,2126,85.75,0.89,0,-32.7,3577,60,-0.091417389,
0.025,0.78,2058,83.82,-52.48,-0.26,3032,84.07,5.9,0.02,-46.58,5090,80,-0.09151277,
0.025,0.65,2707,82.08,-167.39,-0.62,4049,82.66,104.32,0.26,-63.07,6756,55,-0.093354056,
0.025,0.82,1349,85.32,-65.64,-0.49,1974,85.92,34.43,0.17,-31.21,3323,85,-0.093921156,
0.03,0.78,2039,83.47,-34.9,-0.17,3043,83.54,-13.21,-0.04,-48.11,5082,35,-0.094667454,
0.025,0.86,673,86.18,-106.01,-1.58,963,88.37,90.51,0.94,-15.5,1636,45,-0.094743276,
0.055,0.75,688,79.51,-83.21,-1.21,1021,81.19,66.67,0.65,-16.54,1709,60,-0.096781744,
0.055,0.75,826,79.54,-106.31,-1.29,1234,81.2,85.87,0.7,-20.44,2060,40,-0.099223301,
0.075,0,416,77.16,-37.85,-0.91,569,77.86,27.85,0.49,-10,985,45,-0.101522843,
0.075,0.6,416,77.16,-37.85,-0.91,569,77.86,27.85,0.49,-10,985,45,-0.101522843,
0.055,0.75,900,79.89,-78.42,-0.87,1345,80.97,55.42,0.41,-23,2245,35,-0.102449889,
0.025,0,2573,82.08,-145.69,-0.57,3811,82.66,78.19,0.21,-67.5,6384,70,-0.105733083,
0.025,0.6,2573,82.08,-145.69,-0.57,3811,82.66,78.19,0.21,-67.5,6384,70,-0.105733083,
0.025,0.65,2566,82.11,-156.44,-0.61,3802,82.72,88.95,0.23,-67.49,6368,70,-0.10598304,
0.035,0.65,2507,81.37,1.77,0.01,3737,80.97,-68.06,-0.18,-66.29,6244,25,-0.106165919,
0.035,0,2514,81.34,12.52,0.05,3751,80.89,-80.8,-0.22,-68.28,6265,25,-0.108986433,
0.05,0.75,1015,80.3,-84.4,-0.83,1508,81.23,56.63,0.38,-27.77,2523,40,-0.11006738,
0.03,0.86,424,86.79,-34.45,-0.81,586,87.88,23.07,0.39,-11.38,1010,55,-0.112673267,
0.03,0.86,435,86.44,-52.52,-1.21,620,88.06,40.48,0.65,-12.04,1055,40,-0.114123223,
0.025,0.78,2163,83.91,-40.62,-0.19,3193,84,-21.59,-0.07,-62.21,5356,65,-0.116150112,
0.04,0.78,1409,83.25,61.94,0.44,2050,82.39,-102.82,-0.5,-40.88,3459,30,-0.118184446,
0.02,0.8,2426,84.58,-35.44,-0.15,3736,84.61,-37.63,-0.1,-73.07,6162,80,-0.118581629,
0.025,0.82,1484,85.51,-35.92,-0.24,2175,85.7,-7.51,-0.03,-43.43,3659,55,-0.118693632,
0.035,0.75,1649,81.93,-71.15,-0.43,2400,82.21,22.8,0.1,-48.35,4049,60,-0.119412201,
0.03,0.78,1941,83.62,-4.51,-0.02,2860,83.46,-53.08,-0.19,-57.59,4801,40,-0.119954176,
0.035,0.6,2514,81.34,12.52,0.05,3750,80.88,-87.69,-0.23,-75.17,6264,25,-0.120003193,
0.06,0.75,568,79.58,-44.2,-0.78,840,80.6,27.21,0.32,-16.99,1408,55,-0.120667614,
0.02,0.8,2446,84.55,-42.02,-0.17,3756,84.61,-33.17,-0.09,-75.19,6202,75,-0.121235085,
0.06,0.75,721,79.33,-75.58,-1.05,1068,80.62,53.42,0.5,-22.16,1789,35,-0.123868083,
0.045,0.82,434,85.48,29.4,0.68,662,84.29,-43,-0.65,-13.6,1096,40,-0.124087591,
0.075,0.78,307,79.48,-62.51,-2.04,409,82.15,53.37,1.3,-9.14,716,25,-0.127653631,
0.03,0.78,1772,84.03,72.68,0.41,2585,83.25,-128.48,-0.5,-55.8,4357,55,-0.128069773,
0.075,0.78,457,80.74,11.09,0.24,640,80.16,-25.22,-0.39,-14.13,1097,15,-0.128805834,
0.02,0.8,2468,84.64,-12.46,-0.05,3781,84.53,-68.61,-0.18,-81.07,6249,70,-0.129732757,
0.03,0,2734,81.57,-103.09,-0.38,4127,81.75,12.69,0.03,-90.4,6861,30,-0.131759219,
0.03,0.75,1963,82.68,-3.97,-0.02,2891,82.46,-60.77,-0.21,-64.74,4854,70,-0.133374536,
0.045,0.75,1134,81.04,-46.91,-0.41,1684,81.35,8.54,0.05,-38.37,2818,50,-0.136160397,
0.03,0.75,1907,82.7,-1.24,-0.01,2813,82.44,-63.72,-0.23,-64.96,4720,80,-0.137627119,
0.02,0.86,864,86.57,-112.14,-1.3,1316,88.22,81.74,0.62,-30.4,2180,80,-0.139449541,
0.03,0.6,2734,81.57,-103.09,-0.38,4126,81.75,5.8,0.01,-97.29,6860,30,-0.141822157,
0.07,0,587,77,-77.42,-1.32,868,78.46,56.57,0.65,-20.85,1455,35,-0.143298969,
0.07,0.6,587,77,-77.42,-1.32,868,78.46,56.57,0.65,-20.85,1455,35,-0.143298969,
0.03,0.65,2727,81.59,-113.84,-0.42,4114,81.82,15.43,0.04,-98.41,6841,30,-0.143853238,
0.07,0.65,580,77.07,-88.17,-1.52,859,78.7,67.33,0.78,-20.84,1439,35,-0.144822794,
0.03,0.82,1154,85.44,-3.16,-0.03,1672,85.29,-37.86,-0.23,-41.02,2826,45,-0.145152159,
0.025,0.6,2778,81.97,-187.83,-0.68,4145,82.58,86.81,0.21,-101.02,6923,50,-0.145919399,
0.025,0,2778,81.97,-187.83,-0.68,4145,82.58,86.81,0.21,-101.02,6923,50,-0.145919399,
0.025,0.78,2181,83.91,-41.36,-0.19,3234,83.95,-38.63,-0.12,-79.99,5415,60,-0.147719298,
0.025,0,2624,82.01,-175.63,-0.67,3887,82.63,77.7,0.2,-97.93,6511,65,-0.150407004,
0.025,0.6,2624,82.01,-175.63,-0.67,3887,82.63,77.7,0.2,-97.93,6511,65,-0.150407004,
0.025,0.65,2617,82.04,-186.38,-0.71,3878,82.7,88.46,0.23,-97.92,6495,65,-0.150762125,
0.04,0.75,1436,81.27,-98.62,-0.69,2076,81.89,44.57,0.21,-54.05,3512,50,-0.153900911,
0.06,0.75,601,78.87,-98.34,-1.64,872,80.96,75.62,0.87,-22.72,1473,50,-0.154243041,
0.025,0.65,2771,81.99,-198.58,-0.72,4135,82.64,91.85,0.22,-106.73,6906,50,-0.154546771,
0.065,0.75,658,78.42,-116.07,-1.76,966,80.64,90.57,0.94,-25.5,1624,30,-0.157019704,
0.035,0.8,2260,83.72,202.23,0.89,3364,82.22,-290.64,-0.86,-88.41,5624,15,-0.15720128,
0.02,0.86,870,86.55,-114.82,-1.32,1323,88.21,79.37,0.6,-35.45,2193,70,-0.161650707,
0.02,0.86,870,86.55,-114.82,-1.32,1323,88.21,79.37,0.6,-35.45,2193,75,-0.161650707,
0.03,0.82,1331,85.27,-15.52,-0.12,1954,85.21,-38.53,-0.2,-54.05,3285,30,-0.164535769,
0.03,0.84,1117,85.5,-30.96,-0.28,1666,85.65,-15.08,-0.09,-46.04,2783,20,-0.165432986,
0.06,0.75,919,79.11,-114.21,-1.24,1389,80.63,75.72,0.55,-38.49,2308,25,-0.166767764,
0.07,0.75,633,77.73,-145.87,-2.3,916,80.57,119.52,1.3,-26.35,1549,25,-0.170109748,
0.045,0.65,2006,80.36,40.58,0.2,3106,79.75,-128.47,-0.41,-87.89,5112,20,-0.171928795,
0.06,0.75,629,78.7,-114.64,-1.82,916,81,88.01,0.96,-26.63,1545,45,-0.17236246,
0.03,0.86,430,86.51,-48.26,-1.12,613,87.93,30.2,0.49,-18.06,1043,45,-0.173154362,
0.045,0,2013,80.33,51.33,0.25,3120,79.65,-141.21,-0.45,-89.88,5133,20,-0.175102279,
0.025,0,2957,81.84,-236.5,-0.8,4435,82.55,106.81,0.24,-129.69,7392,40,-0.175446429,
0.04,0.75,1469,81.35,-84.97,-0.58,2146,81.78,21.52,0.1,-63.45,3615,45,-0.175518672,
0.04,0.75,1278,81.14,-104.52,-0.82,1873,81.9,47.67,0.25,-56.85,3151,70,-0.180418915,
0.03,0.75,1944,82.66,-6.04,-0.03,2858,82.37,-81.15,-0.28,-87.19,4802,75,-0.181570179,
0.055,0.8,972,82.41,66.95,0.69,1485,81.28,-112.06,-0.75,-45.11,2457,15,-0.183597884,
0.035,0.75,1540,81.88,-69.32,-0.45,2242,82.11,-0.24,0,-69.56,3782,80,-0.18392385,
0.05,0.75,1207,80.7,-36.38,-0.3,1779,80.83,-18.54,-0.1,-54.92,2986,30,-0.183924983,
0.025,0.6,2957,81.84,-236.5,-0.8,4434,82.54,99.92,0.23,-136.58,7391,40,-0.184792315,
0.035,0.78,1932,83.33,40.41,0.21,2838,82.66,-129.59,-0.46,-89.18,4770,25,-0.186960168,
0.03,0.78,1873,83.56,-23.13,-0.12,2759,83.44,-63.74,-0.23,-86.87,4632,45,-0.187543178,
0.045,0.6,2013,80.33,51.33,0.25,3119,79.64,-148.1,-0.47,-96.77,5132,20,-0.188561964,
0.025,0.8,2195,84.19,-45.61,-0.21,3307,84.15,-58.34,-0.18,-103.95,5502,45,-0.188931298,
0.04,0.75,1543,81.4,-80.26,-0.52,2268,81.75,8,0.04,-72.26,3811,40,-0.189609027,
0.04,0.82,544,84.93,-13.02,-0.24,789,84.92,-12.29,-0.16,-25.31,1333,60,-0.189872468,
0.035,0.75,2000,81.9,-78.14,-0.39,2927,82.06,-15.44,-0.05,-93.58,4927,35,-0.189933022,
0.055,0.75,661,79.12,-111.93,-1.69,975,81.33,80.32,0.82,-31.61,1636,65,-0.193215159,
0.045,0.82,503,85.49,39.22,0.78,753,84.06,-63.59,-0.84,-24.37,1256,30,-0.194028662,
0.045,0.82,464,85.13,12.63,0.27,692,84.39,-35.07,-0.51,-22.44,1156,35,-0.194117647,
0.04,0.75,1293,81.13,-104.7,-0.81,1880,81.86,42.26,0.22,-62.44,3173,65,-0.196785377,
0.03,0,2228,81.82,-50.16,-0.23,3269,81.74,-58.61,-0.18,-108.77,5497,55,-0.197871566,
0.03,0.6,2228,81.82,-50.16,-0.23,3269,81.74,-58.61,-0.18,-108.77,5497,55,-0.197871566,
0.03,0.65,2221,81.86,-60.91,-0.27,3260,81.81,-47.85,-0.15,-108.76,5481,55,-0.198430943,
0.025,0.65,2950,81.86,-247.25,-0.84,4423,82.59,99.55,0.23,-147.7,7373,40,-0.200325512,
0.035,0.75,1507,81.95,-59.72,-0.4,2181,82.07,-14.86,-0.07,-74.58,3688,90,-0.202223427,
0.025,0.65,2514,82.02,-177.83,-0.71,3731,82.63,50.83,0.14,-127,6245,75,-0.20336269,
0.02,0.86,858,86.6,-109.51,-1.28,1298,88.14,65.59,0.51,-43.92,2156,85,-0.203710575,
0.02,0.86,858,86.6,-109.51,-1.28,1298,88.14,65.59,0.51,-43.92,2156,90,-0.203710575,
0.035,0.8,1990,83.72,89.17,0.45,2919,82.7,-189.22,-0.65,-100.05,4909,20,-0.20380933,
0.025,0.8,2516,84.46,70.74,0.28,3792,83.78,-199.34,-0.53,-128.6,6308,30,-0.203868104,
0.02,0.84,1543,85.61,-153.27,-0.99,2359,86.73,72.79,0.31,-80.48,3902,65,-0.206253203,
0.035,0.75,1825,82.03,-51.3,-0.28,2653,82.02,-41.24,-0.16,-92.54,4478,45,-0.206654757,
0.035,0.75,1527,81.93,-67.95,-0.44,2229,82.1,-10.92,-0.05,-78.87,3756,85,-0.209984026,
0.02,0,3091,82.53,-176.47,-0.57,4687,83.02,12.3,0.03,-164.17,7778,70,-0.211069684,
0.02,0.6,3091,82.53,-176.47,-0.57,4687,83.02,12.3,0.03,-164.17,7778,70,-0.211069684,
0.02,0.8,2392,84.57,-39.06,-0.16,3658,84.5,-88.68,-0.24,-127.74,6050,90,-0.211140496,
0.02,0.65,3084,82.56,-187.22,-0.61,4678,83.07,23.06,0.05,-164.16,7762,70,-0.211491884,
0.03,0.82,1115,85.47,-3.74,-0.03,1608,85.2,-53.97,-0.34,-57.71,2723,50,-0.211935365,
0.025,0,2520,81.98,-173.13,-0.69,3740,82.57,40.07,0.11,-133.06,6260,75,-0.212555911,
0.025,0.6,2520,81.98,-173.13,-0.69,3740,82.57,40.07,0.11,-133.06,6260,75,-0.212555911,
0.06,0.75,509,79.76,-29.54,-0.58,731,80.44,2.96,0.04,-26.58,1240,75,-0.214354839,
0.04,0.82,915,85.36,107,1.17,1338,83.41,-155.4,-1.16,-48.4,2253,15,-0.214824678,
0.02,0.8,2393,84.54,-49.06,-0.21,3660,84.51,-83.68,-0.23,-132.74,6053,85,-0.219296217,
0.025,0.78,2232,83.87,-50.03,-0.22,3325,83.85,-72.57,-0.22,-122.6,5557,55,-0.220622638,
0.035,0.75,1595,81.82,-85.89,-0.54,2317,82.13,-0.45,0,-86.34,3912,70,-0.220705521,
0.055,0.75,978,79.75,-97.15,-0.99,1477,80.84,42.63,0.29,-54.52,2455,30,-0.222077393,
0.025,0.82,1617,85.28,-74.01,-0.46,2372,85.62,-15.82,-0.07,-89.83,3989,40,-0.225194284,
0.045,0.75,1195,80.75,-88.1,-0.74,1758,81.4,21.27,0.12,-66.83,2953,45,-0.226312225,
0.045,0.78,1722,82.06,10.83,0.06,2594,81.69,-108.94,-0.42,-98.11,4316,15,-0.22731696,
0.065,0.75,510,79.22,-39.18,-0.77,739,80.11,10.47,0.14,-28.71,1249,45,-0.229863891,
0.025,0.78,2427,83.72,-87.97,-0.36,3627,83.87,-51.35,-0.14,-139.32,6054,40,-0.23012884,
0.075,0,563,76.73,-73.11,-1.3,803,77.71,41.57,0.52,-31.54,1366,30,-0.230893119,
0.045,0.78,1406,82.86,95.48,0.68,2161,81.63,-178.72,-0.83,-83.24,3567,20,-0.233361368,
0.025,0,2845,81.83,-237.2,-0.83,4271,82.51,68.97,0.16,-168.23,7116,45,-0.236410905,
0.03,0.75,2007,82.46,-52.25,-0.26,2944,82.44,-64.98,-0.22,-117.23,4951,65,-0.236780448,
0.02,0,3031,82.48,-201.87,-0.67,4626,83.05,15,0.03,-186.87,7657,80,-0.244051195,
0.02,0.6,3031,82.48,-201.87,-0.67,4626,83.05,15,0.03,-186.87,7657,80,-0.244051195,
0.02,0.65,3024,82.51,-212.62,-0.7,4617,83.11,25.76,0.06,-186.86,7641,80,-0.244549143,
0.02,0,3058,82.44,-214.74,-0.7,4655,83.05,25.69,0.06,-189.05,7713,75,-0.245105666,
0.02,0.6,3058,82.44,-214.74,-0.7,4655,83.05,25.69,0.06,-189.05,7713,75,-0.245105666,
0.04,0.65,2405,80.54,-68.38,-0.28,3601,80.37,-78.88,-0.22,-147.26,6006,20,-0.245188145,
0.025,0,2473,81.97,-185.01,-0.75,3675,82.56,34.26,0.09,-150.75,6148,85,-0.245201692,
0.025,0.6,2473,81.97,-185.01,-0.75,3675,82.56,34.26,0.09,-150.75,6148,85,-0.245201692,
0.02,0.65,3051,82.46,-225.49,-0.74,4646,83.1,36.45,0.08,-189.04,7697,75,-0.245602183,
0.025,0.6,2845,81.83,-237.2,-0.83,4270,82.51,62.08,0.15,-175.12,7115,45,-0.246127899,
0.04,0,2412,80.51,-57.63,-0.24,3615,80.28,-91.62,-0.25,-149.25,6027,20,-0.24763564,
0.03,0.78,2176,83.41,-42.47,-0.2,3263,83.3,-93.13,-0.29,-135.6,5439,30,-0.249310535,
0.025,0.8,2387,84.12,-47.98,-0.2,3591,84.02,-102.31,-0.28,-150.29,5978,35,-0.251405152,
0.025,0.65,2467,82,-189.71,-0.77,3667,82.6,35.02,0.1,-154.69,6134,85,-0.252184545,
0.025,0.84,1536,85.55,-69.46,-0.45,2331,85.84,-28.92,-0.12,-98.38,3867,20,-0.254409103,
0.025,0.65,2838,81.85,-247.95,-0.87,4260,82.56,67.12,0.16,-180.83,7098,45,-0.254761905,
0.025,0.85,924,85.82,-116.72,-1.26,1412,87.25,57.1,0.4,-59.62,2336,20,-0.255222603,
0.06,0.75,483,79.71,-30.31,-0.63,698,80.37,-0.05,0,-30.36,1181,85,-0.257070279,
0.025,0.75,2349,82.5,-183.2,-0.78,3456,83.19,33.93,0.1,-149.27,5805,90,-0.257140396,
0.025,0.65,2492,81.9,-214.26,-0.86,3692,82.64,54.29,0.15,-159.97,6184,80,-0.2586837,
0.04,0.6,2412,80.51,-57.63,-0.24,3614,80.27,-98.51,-0.27,-156.14,6026,20,-0.259110521,
0.035,0.82,1220,85.49,134.72,1.1,1780,83.54,-212.46,-1.19,-77.74,3000,15,-0.259133333,
0.025,0.65,3242,82.33,-47.84,-0.15,4900,82.06,-165.81,-0.34,-213.65,8142,30,-0.262404815,
0.04,0.75,1224,81.21,-85.47,-0.7,1794,81.72,6.18,0.03,-79.29,3018,80,-0.262723658,
0.025,0,3249,82.3,-37.09,-0.11,4914,81.99,-178.55,-0.36,-215.64,8163,30,-0.264167585,
0.06,0.75,497,79.48,-46.72,-0.94,715,80.56,14.35,0.2,-32.37,1212,80,-0.267079208,
0.025,0.6,2498,81.87,-209.56,-0.84,3701,82.57,43.53,0.12,-166.03,6199,80,-0.267833522,
0.025,0,2498,81.87,-209.56,-0.84,3701,82.57,43.53,0.12,-166.03,6199,80,-0.267833522,
0.025,0.82,1520,85.33,-68.01,-0.45,2234,85.59,-33.95,-0.15,-101.96,3754,50,-0.271603623,
0.025,0.6,3249,82.3,-37.09,-0.11,4913,81.99,-185.44,-0.38,-222.53,8162,30,-0.272641509,
0.03,0.75,2307,82.1,-149.5,-0.65,3381,82.58,-6.59,-0.02,-156.09,5688,40,-0.274419831,
0.035,0.75,1688,81.99,-55.97,-0.33,2471,81.95,-58.29,-0.24,-114.26,4159,55,-0.274729502,
0.03,0.8,2195,83.83,9.9,0.05,3278,83.37,-160.27,-0.49,-150.37,5473,25,-0.274748767,
0.045,0.82,416,85.34,18.5,0.44,634,84.23,-47.59,-0.75,-29.09,1050,45,-0.277047619,
0.035,0.75,1916,82.1,-39.58,-0.21,2788,81.89,-90.91,-0.33,-130.49,4704,40,-0.277402211,
0.075,0.6,563,76.73,-73.11,-1.3,802,77.68,34.68,0.43,-38.43,1365,30,-0.281538462,
0.04,0.75,1656,81.34,-91.17,-0.55,2404,81.57,-23.28,-0.1,-114.45,4060,35,-0.281896552,
0.03,0.85,501,85.83,-73.5,-1.47,688,87.65,39.69,0.58,-33.81,1189,75,-0.284356602,
