date,home,away,over,under,player_name,batterid,team,pitcher,hr,pa,stand,p_throws,rating,pred_under,pred_over,under_diff,over_diff,new_rating,under_pick,over_pick,profit
2024-07-12,Astros,Rangers,0.105,0.941,Josh Smith,669701,Rangers,686613,0,4,L,R,2.44,0.937,0.063,-0.0039999999999998925,-0.041999999999999996,1.272,0,0,0.0
2024-07-12,Astros,Rangers,0.129,0.917,Wyatt Langford,694671,Rangers,686613,0,4,R,R,1.54,0.949,0.051,0.03199999999999992,-0.07800000000000001,0.834,0,0,0.0
2024-07-12,Padres,Braves,0.167,0.875,Ozzie Albies,645277,Braves,663362,0,4,L,R,4.42,0.897,0.103,0.02200000000000002,-0.06400000000000002,2.294,0,0,0.0
2024-07-12,Padres,Braves,0.114,0.933,Orlando Arcia,606115,Braves,663362,1,3,R,R,3.36,0.921,0.079,-0.01200000000000001,-0.035,1.737,0,0,0.0
2024-07-12,Padres,Braves,0.138,0.909,Travis d'Arnaud,518595,Braves,663362,0,4,R,R,4.35,0.9,0.1,-0.009000000000000008,-0.038000000000000006,2.244,0,0,0.0
2024-07-12,Padres,Braves,0.19,0.857,Adam Duvall,594807,Braves,663362,0,4,R,R,5.99,0.852,0.148,-0.0050000000000000044,-0.04200000000000001,3.09,0,0,0.0
2024-07-12,Padres,Braves,0.222,0.818,Matt Olson,621566,Braves,663362,0,4,L,R,6.26,0.842,0.158,0.02400000000000002,-0.064,3.241,0,0,0.0
2024-07-12,Padres,Braves,0.231,0.818,Marcell Ozuna,542303,Braves,663362,1,4,R,R,6.89,0.819,0.181,0.0010000000000000009,-0.05000000000000002,3.56,0,0,0.0
2024-07-12,Padres,Braves,0.211,0.846,Austin Riley,663586,Braves,663362,0,4,R,R,5.63,0.863,0.137,0.017000000000000015,-0.07399999999999998,2.92,0,0,0.0
2024-07-12,Padres,Braves,0.114,0.933,Xander Bogaerts,593428,Padres,680885,0,4,R,R,3.73,0.914,0.086,-0.019000000000000017,-0.02800000000000001,1.922,0,0,0.0
2024-07-12,Padres,Braves,0.074,0.968,Luis Arraez,650333,Padres,680885,0,4,L,R,3.46,0.92,0.08,-0.04799999999999993,0.006000000000000005,1.767,0,0,0.0
2024-07-12,Padres,Braves,0.125,0.923,Kyle Higashioka,543309,Padres,680885,0,3,R,R,4.34,0.9,0.1,-0.02300000000000002,-0.024999999999999994,2.232,0,0,0.0
2024-07-12,Padres,Braves,0.129,0.917,Jake Cronenworth,630105,Padres,680885,0,4,L,R,4.42,0.898,0.102,-0.019000000000000017,-0.02700000000000001,2.274,0,0,0.0
2024-07-12,Padres,Braves,0.103,0.941,Ha-Seong Kim,673490,Padres,680885,0,3,R,R,2.97,0.928,0.072,-0.0129999999999999,-0.031,1.537,0,0,0.0
2024-07-12,Padres,Braves,0.167,0.875,Manny Machado,592518,Padres,680885,0,4,R,R,4.17,0.903,0.097,0.028000000000000025,-0.07,2.168,0,0,0.0
2024-07-12,Padres,Braves,0.114,0.923,Jackson Merrill,701538,Padres,680885,0,4,L,R,4.89,0.887,0.113,-0.03600000000000003,-0.0010000000000000009,2.502,0,0,0.0
2024-07-12,Padres,Braves,0.111,0.933,Jurickson Profar,595777,Padres,680885,0,4,L,R,3.71,0.914,0.086,-0.019000000000000017,-0.02500000000000001,1.91,0,0,0.0
2024-07-12,Padres,Braves,0.19,0.867,Jarred Kelenic,672284,Braves,663362,0,4,L,R,5.75,0.86,0.14,-0.007000000000000006,-0.04999999999999999,2.97,0,0,0.0
2024-07-12,Padres,Braves,0.095,0.952,David Peralta,444482,Padres,680885,0,3,L,R,4.96,0.885,0.115,-0.06699999999999995,0.020000000000000004,2.528,0,0,0.0
2024-07-12,Cardinals,Cubs,0.121,0.923,Dansby Swanson,621020,Cubs,543243,0,4,R,R,4.54,0.895,0.105,-0.028000000000000025,-0.016,2.33,0,0,0.0
2024-07-12,Cardinals,Cubs,0.083,0.962,Miguel Amaya,665804,Cubs,543243,0,4,R,R,3.84,0.912,0.088,-0.04999999999999993,0.0049999999999999906,1.962,0,0,0.0
2024-07-12,Cardinals,Cubs,0.182,0.867,Willson Contreras,575929,Cardinals,543294,0,4,R,R,5.99,0.852,0.148,-0.015000000000000013,-0.034,3.086,0,0,0.0
2024-07-12,Cardinals,Cubs,0.091,0.952,Pete Crow-Armstrong,691718,Cubs,543243,0,4,L,R,4.95,0.886,0.114,-0.06599999999999995,0.023000000000000007,2.52,0,0,0.0
2024-07-12,Cardinals,Cubs,0.143,0.9,Ian Happ,664023,Cubs,543243,0,4,L,R,5.02,0.883,0.117,-0.017000000000000015,-0.02599999999999998,2.581,0,0,0.0
2024-07-12,Cardinals,Cubs,0.071,0.968,Nico Hoerner,663538,Cubs,543243,0,5,R,R,3.05,0.927,0.073,-0.040999999999999925,0.0020000000000000018,1.56,0,0,0.0
2024-07-12,Cardinals,Cubs,0.148,0.9,Christopher Morel,666624,Cubs,543243,0,4,R,R,6.17,0.848,0.152,-0.052000000000000046,0.0040000000000000036,3.159,0,0,0.0
2024-07-12,Cardinals,Cubs,0.143,0.9,Seiya Suzuki,673548,Cubs,543243,0,4,R,R,5.13,0.88,0.12,-0.020000000000000018,-0.022999999999999993,2.636,0,0,0.0
2024-07-12,Cardinals,Cubs,0.067,0.98,Michael Siani,672279,Cardinals,543294,0,2,L,R,4.98,0.886,0.114,-0.09399999999999997,0.047,2.524,0,0,0.0
2024-07-12,Cardinals,Cubs,0.125,0.917,Michael Busch,683737,Cubs,543243,0,5,L,R,5.35,0.874,0.126,-0.04300000000000004,0.0010000000000000009,2.738,0,0,0.0
2024-07-12,Cardinals,Cubs,0.121,0.923,Nolan Arenado,571448,Cardinals,543294,0,4,R,R,4.92,0.886,0.114,-0.03700000000000003,-0.006999999999999992,2.52,0,0,0.0
2024-07-12,Cardinals,Cubs,0.148,0.9,Alec Burleson,676475,Cardinals,543294,0,4,L,R,5.2,0.877,0.123,-0.02300000000000002,-0.024999999999999994,2.674,0,0,0.0
2024-07-12,Cardinals,Cubs,0.114,0.933,Brendan Donovan,680977,Cardinals,543294,0,4,L,R,4.42,0.898,0.102,-0.03500000000000003,-0.01200000000000001,2.267,0,0,0.0
2024-07-12,Cardinals,Cubs,0.182,0.867,Paul Goldschmidt,502671,Cardinals,543294,0,4,R,R,6.04,0.851,0.149,-0.016000000000000014,-0.033,3.111,0,0,0.0
2024-07-12,Cardinals,Cubs,0.19,0.857,Nolan Gorman,669357,Cardinals,543294,0,3,L,R,7.52,0.795,0.205,-0.061999999999999944,0.014999999999999986,3.855,0,0,0.0
2024-07-12,Cardinals,Cubs,0.118,0.923,Lars Nootbaar,663457,Cardinals,543294,0,4,L,R,5.36,0.874,0.126,-0.049000000000000044,0.008000000000000007,2.739,0,0,0.0
2024-07-12,Cardinals,Cubs,0.087,0.962,Masyn Winn,691026,Cardinals,543294,0,4,R,R,4.0,0.909,0.091,-0.052999999999999936,0.0040000000000000036,2.043,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.118,0.923,Corbin Carroll,682998,Diamondbacks,684320,0,5,L,R,4.1,0.906,0.094,-0.017000000000000015,-0.023999999999999994,2.109,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.071,0.968,Geraldo Perdomo,672695,Diamondbacks,684320,0,5,L,R,2.75,0.933,0.067,-0.03499999999999992,-0.00399999999999999,1.41,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.108,0.941,Alek Thomas,677950,Diamondbacks,684320,0,4,L,R,3.42,0.92,0.08,-0.020999999999999908,-0.027999999999999997,1.764,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.182,0.867,Daulton Varsho,662139,Blue Jays,669194,0,4,L,R,5.57,0.866,0.134,-0.0010000000000000009,-0.04799999999999999,2.876,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.244,0.8,Christian Walker,572233,Diamondbacks,684320,0,5,R,R,4.73,0.888,0.112,0.08799999999999997,-0.132,2.487,1,0,25.0
2024-07-12,Diamondbacks,Blue Jays,0.095,0.952,Ernie Clement,676391,Blue Jays,669194,0,4,R,R,3.46,0.919,0.081,-0.03299999999999992,-0.013999999999999999,1.778,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.174,0.867,Randal Grichuk,545341,Diamondbacks,684320,0,4,R,R,3.41,0.919,0.081,0.052000000000000046,-0.09299999999999999,1.792,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.121,0.923,Justin Turner,457759,Blue Jays,669194,0,4,R,R,3.33,0.921,0.079,-0.0020000000000000018,-0.041999999999999996,1.726,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.19,0.867,Joc Pederson,592626,Diamondbacks,684320,0,3,L,R,5.7,0.861,0.139,-0.006000000000000005,-0.05099999999999999,2.945,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.095,0.952,Kevin Kiermaier,595281,Blue Jays,669194,0,3,L,R,4.11,0.906,0.094,-0.04599999999999993,-0.0010000000000000009,2.102,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.16,0.882,Eugenio Suarez,553993,Diamondbacks,684320,0,4,R,R,4.56,0.894,0.106,0.01200000000000001,-0.054000000000000006,2.36,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.2,0.846,Vladimir Guerrero,665489,Blue Jays,669194,0,4,R,R,4.66,0.89,0.11,0.04400000000000004,-0.09000000000000001,2.43,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.121,0.923,Spencer Horwitz,687462,Blue Jays,669194,0,4,L,R,3.95,0.909,0.091,-0.014000000000000012,-0.03,2.035,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.105,0.941,Alejandro Kirk,672386,Blue Jays,669194,0,4,R,R,3.29,0.923,0.077,-0.017999999999999905,-0.027999999999999997,1.698,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.118,0.923,Gabriel Moreno,672515,Diamondbacks,684320,0,5,R,R,3.18,0.924,0.076,0.0010000000000000009,-0.041999999999999996,1.649,0,0,0.0
2024-07-12,Diamondbacks,Blue Jays,0.154,0.889,George Springer,543807,Blue Jays,669194,0,4,R,R,3.86,0.91,0.09,0.02100000000000002,-0.064,2.007,0,0,0.0
2024-07-12,Red Sox,Royals,0.16,0.882,Rafael Devers,646240,Red Sox,666142,0,4,L,L,5.44,0.87,0.13,-0.01200000000000001,-0.03,2.8,0,0,0.0
2024-07-12,Red Sox,Royals,0.095,0.952,Jarren Duran,680776,Red Sox,666142,0,4,L,L,3.6,0.917,0.083,-0.03499999999999992,-0.011999999999999997,1.848,0,0,0.0
2024-07-12,Red Sox,Royals,0.114,0.933,Romy Gonzalez,663853,Red Sox,666142,0,3,R,L,5.67,0.865,0.135,-0.06800000000000006,0.021000000000000005,2.892,0,0,0.0
2024-07-12,Red Sox,Royals,0.08,0.968,David Hamilton,666152,Red Sox,666142,0,3,L,L,3.98,0.909,0.091,-0.05899999999999994,0.010999999999999996,2.03,0,0,0.0
2024-07-12,Red Sox,Royals,0.121,0.923,Ceddanne Rafaela,678882,Red Sox,666142,0,3,R,L,5.36,0.874,0.126,-0.049000000000000044,0.0050000000000000044,2.74,0,0,0.0
2024-07-12,Red Sox,Royals,0.121,0.923,Rob Refsnyder,608701,Red Sox,666142,0,3,R,L,4.16,0.904,0.096,-0.019000000000000017,-0.024999999999999994,2.141,0,0,0.0
2024-07-12,Red Sox,Royals,0.138,0.909,Connor Wong,657136,Red Sox,666142,0,4,R,L,4.95,0.885,0.115,-0.02400000000000002,-0.023000000000000007,2.544,0,0,0.0
2024-07-12,Red Sox,Royals,0.103,0.941,Maikel Garcia,672580,Royals,681867,0,4,R,R,3.08,0.926,0.074,-0.014999999999999902,-0.028999999999999998,1.592,0,0,0.0
2024-07-12,Red Sox,Royals,0.095,0.952,Kyle Isbel,664728,Royals,681867,0,4,L,R,4.0,0.908,0.092,-0.04399999999999993,-0.0030000000000000027,2.047,0,0,0.0
2024-07-12,Red Sox,Royals,0.154,0.889,Michael Massey,686681,Royals,681867,0,4,L,R,5.36,0.873,0.127,-0.016000000000000014,-0.026999999999999996,2.757,0,0,0.0
2024-07-12,Red Sox,Royals,0.19,0.857,MJ Melendez,669004,Royals,681867,1,4,L,R,5.67,0.862,0.138,0.0050000000000000044,-0.05199999999999999,2.93,0,0,0.0
2024-07-12,Red Sox,Royals,0.2,0.846,Vinnie Pasquantino,686469,Royals,681867,0,5,L,R,4.57,0.893,0.107,0.04700000000000004,-0.09300000000000001,2.385,0,0,0.0
2024-07-12,Red Sox,Royals,0.222,0.818,Salvador Perez,521692,Royals,681867,0,4,R,R,5.3,0.873,0.127,0.05500000000000005,-0.095,2.761,0,0,0.0
2024-07-12,Red Sox,Royals,0.19,0.857,Bobby Witt,677951,Royals,681867,1,5,R,R,5.99,0.852,0.148,-0.0050000000000000044,-0.04200000000000001,3.09,0,0,0.0
2024-07-12,Red Sox,Royals,0.182,0.867,Hunter Renfroe,592669,Royals,681867,0,4,R,R,5.12,0.879,0.121,0.01200000000000001,-0.061,2.651,0,0,0.0
2024-07-12,Red Sox,Royals,0.083,0.962,Adam Frazier,624428,Royals,681867,0,5,L,R,3.52,0.919,0.081,-0.04299999999999993,-0.0020000000000000018,1.802,0,0,0.0
2024-07-12,Red Sox,Royals,0.19,0.857,Tyler O'Neill,641933,Red Sox,666142,0,4,R,L,6.61,0.831,0.169,-0.026000000000000023,-0.02099999999999999,3.4,0,0,0.0
2024-07-12,Rays,Guardians,0.1,0.941,Tyler Freeman,671289,Guardians,671737,0,3,R,R,3.42,0.92,0.08,-0.020999999999999908,-0.020000000000000004,1.76,0,0,0.0
2024-07-12,Rays,Guardians,0.095,0.952,Andres Gimenez,665926,Guardians,671737,0,4,L,R,4.58,0.895,0.105,-0.05699999999999994,0.009999999999999995,2.338,0,0,0.0
2024-07-12,Rays,Guardians,0.062,0.98,Austin Hedges,595978,Guardians,671737,0,2,R,R,3.8,0.913,0.087,-0.06699999999999995,0.024999999999999994,1.931,0,0,0.0
2024-07-12,Rays,Guardians,0.074,0.968,Steven Kwan,680757,Guardians,671737,0,4,L,R,3.49,0.919,0.081,-0.04899999999999993,0.007000000000000006,1.782,0,0,0.0
2024-07-12,Rays,Guardians,0.182,0.867,Josh Naylor,647304,Guardians,671737,0,4,L,R,5.72,0.861,0.139,-0.006000000000000005,-0.04299999999999998,2.951,0,0,0.0
2024-07-12,Rays,Guardians,0.182,0.867,Jose Ramirez,608070,Guardians,671737,0,4,L,R,4.88,0.885,0.115,0.018000000000000016,-0.06699999999999999,2.531,0,0,0.0
2024-07-12,Rays,Guardians,0.1,0.941,Daniel Schneemann,682177,Guardians,671737,0,3,L,R,4.88,0.887,0.113,-0.05399999999999994,0.012999999999999998,2.49,0,0,0.0
2024-07-12,Rays,Guardians,0.16,0.882,Jose Siri,642350,Rays,471911,0,4,R,R,5.47,0.869,0.131,-0.013000000000000012,-0.028999999999999998,2.815,0,0,0.0
2024-07-12,Rays,Guardians,0.111,0.933,Alex Jackson,656577,Rays,471911,0,4,R,R,4.31,0.901,0.099,-0.03200000000000003,-0.011999999999999997,2.21,0,0,0.0
2024-07-12,Rays,Guardians,0.174,0.867,Randy Arozarena,668227,Rays,471911,0,4,R,R,4.81,0.887,0.113,0.020000000000000018,-0.060999999999999985,2.492,0,0,0.0
2024-07-12,Rays,Guardians,0.138,0.909,Yandy Diaz,650490,Rays,471911,0,5,R,R,3.91,0.909,0.091,0.0,-0.047000000000000014,2.024,0,0,0.0
2024-07-12,Rays,Guardians,0.2,0.846,Brandon Lowe,664040,Rays,471911,0,4,L,R,5.14,0.878,0.122,0.03200000000000003,-0.07800000000000001,2.67,0,0,0.0
2024-07-12,Rays,Guardians,0.138,0.909,Josh Lowe,666139,Rays,471911,0,4,L,R,4.83,0.888,0.112,-0.02100000000000002,-0.02600000000000001,2.484,0,0,0.0
2024-07-12,Rays,Guardians,0.19,0.867,Isaac Paredes,670623,Rays,471911,0,4,R,R,4.33,0.899,0.101,0.03200000000000003,-0.089,2.26,0,0,0.0
2024-07-12,Rays,Guardians,0.105,0.941,Taylor Walls,670764,Rays,471911,0,4,R,R,4.52,0.896,0.104,-0.04499999999999993,-0.0010000000000000009,2.312,0,0,0.0
2024-07-12,Angels,Mariners,0.125,0.923,Brandon Drury,592273,Angels,693433,0,4,R,R,4.81,0.889,0.111,-0.03400000000000003,-0.013999999999999999,2.468,0,0,0.0
2024-07-12,Angels,Mariners,0.121,0.923,Jo Adell,666176,Angels,693433,0,4,R,R,5.49,0.87,0.13,-0.05300000000000005,0.009000000000000008,2.806,0,0,0.0
2024-07-12,Angels,Mariners,0.138,0.909,Zach Neto,687263,Angels,693433,0,4,R,R,4.81,0.888,0.112,-0.02100000000000002,-0.02600000000000001,2.474,0,0,0.0
2024-07-12,Angels,Mariners,0.095,0.952,Anthony Rendon,543685,Angels,693433,0,5,R,R,4.33,0.901,0.099,-0.050999999999999934,0.0040000000000000036,2.212,0,0,0.0
2024-07-12,Angels,Mariners,0.129,0.917,Taylor Ward,621493,Angels,693433,0,5,R,R,5.63,0.865,0.135,-0.052000000000000046,0.006000000000000005,2.88,0,0,0.0
2024-07-12,Angels,Mariners,0.174,0.867,Jorge Polanco,593871,Mariners,542881,0,4,L,L,5.57,0.866,0.134,-0.0010000000000000009,-0.03999999999999998,2.872,0,0,0.0
2024-07-12,Angels,Mariners,0.2,0.846,Mickey Moniak,666160,Angels,693433,0,4,L,R,7.12,0.811,0.189,-0.03499999999999992,-0.01100000000000001,3.66,0,0,0.0
2024-07-12,Angels,Mariners,0.154,0.889,Logan O'Hoppe,681351,Angels,693433,0,4,R,R,5.98,0.854,0.146,-0.03500000000000003,-0.008000000000000007,3.067,0,0,0.0
2024-07-12,Angels,Mariners,0.148,0.9,Willie Calhoun,641432,Angels,693433,1,5,L,R,3.6,0.916,0.084,0.016000000000000014,-0.06399999999999999,1.874,0,0,0.0
2024-07-12,Angels,Mariners,0.143,0.9,J.P. Crawford,641487,Mariners,542881,0,6,L,L,3.6,0.916,0.084,0.016000000000000014,-0.05899999999999998,1.872,0,0,0.0
2024-07-12,Angels,Mariners,0.16,0.882,Ty France,664034,Mariners,542881,0,5,R,L,4.35,0.899,0.101,0.017000000000000015,-0.059,2.255,0,0,0.0
2024-07-12,Angels,Mariners,0.182,0.867,Mitch Haniger,571745,Mariners,542881,0,4,R,L,5.38,0.871,0.129,0.0040000000000000036,-0.05299999999999999,2.781,0,0,0.0
2024-07-12,Angels,Mariners,0.19,0.867,Dylan Moore,664238,Mariners,542881,0,2,R,L,6.57,0.832,0.168,-0.03500000000000003,-0.021999999999999992,3.38,0,0,0.0
2024-07-12,Angels,Mariners,0.303,0.75,Cal Raleigh,663728,Mariners,542881,1,5,L,L,6.24,0.84,0.16,0.08999999999999997,-0.143,3.272,1,0,-100.0
2024-07-12,Reds,Marlins,0.211,0.846,Will Benson,666181,Reds,630023,0,4,L,R,7.45,0.797,0.203,-0.04899999999999993,-0.00799999999999998,3.831,0,0,0.0
2024-07-12,Reds,Marlins,0.2,0.846,Elly De La Cruz,682829,Reds,630023,0,5,R,R,7.55,0.793,0.207,-0.052999999999999936,0.0069999999999999785,3.875,0,0,0.0
2024-07-12,Reds,Marlins,0.133,0.909,Jake Fraley,641584,Reds,630023,0,4,L,R,7.8,0.785,0.215,-0.124,0.08199999999999999,3.966,0,1,-100.0
2024-07-12,Reds,Marlins,0.143,0.9,Jonathan India,663697,Reds,630023,1,5,R,R,5.39,0.872,0.128,-0.028000000000000025,-0.014999999999999986,2.766,0,0,0.0
2024-07-12,Reds,Marlins,0.16,0.882,Tyler Stephenson,663886,Reds,630023,0,4,R,R,5.09,0.88,0.12,-0.0020000000000000018,-0.04000000000000001,2.625,0,0,0.0
2024-07-12,Reds,Marlins,0.182,0.867,Jeimer Candelario,600869,Reds,630023,1,5,R,R,5.92,0.855,0.145,-0.01200000000000001,-0.037000000000000005,3.051,0,0,0.0
2024-07-12,Reds,Marlins,0.118,0.923,Emmanuel Rivera,656896,Marlins,686730,0,4,R,R,4.33,0.901,0.099,-0.02200000000000002,-0.01899999999999999,2.224,0,0,0.0
2024-07-12,Reds,Marlins,0.231,0.818,Bryan De La Cruz,650559,Marlins,686730,0,4,R,R,6.05,0.849,0.151,0.031000000000000028,-0.08000000000000002,3.14,0,0,0.0
2024-07-12,Reds,Marlins,0.231,0.818,Jesus Sanchez,660821,Marlins,686730,1,4,L,R,7.73,0.784,0.216,-0.03399999999999992,-0.015000000000000013,3.98,0,0,0.0
2024-07-12,Reds,Marlins,0.154,0.889,Nick Gordon,624503,Marlins,686730,0,4,L,R,5.88,0.857,0.143,-0.03200000000000003,-0.01100000000000001,3.017,0,0,0.0
2024-07-12,Reds,Marlins,0.182,0.867,Spencer Steer,668715,Reds,630023,0,5,R,R,5.92,0.855,0.145,-0.01200000000000001,-0.037000000000000005,3.051,0,0,0.0
2024-07-12,Reds,Marlins,0.138,0.909,Noelvi Marte,682622,Reds,630023,0,4,R,R,5.57,0.867,0.133,-0.04200000000000004,-0.0050000000000000044,2.854,0,0,0.0
2024-07-12,Reds,Marlins,0.1,0.952,Vidal Brujan,660644,Marlins,686730,0,4,R,R,3.93,0.91,0.09,-0.041999999999999926,-0.010000000000000009,2.015,0,0,0.0
2024-07-12,Reds,Marlins,0.083,0.962,Xavier Edwards,669364,Marlins,686730,0,5,R,R,4.89,0.888,0.112,-0.07399999999999995,0.028999999999999998,2.486,0,0,0.0
2024-07-12,Reds,Marlins,0.2,0.846,Josh Bell,605137,Marlins,686730,0,4,L,R,5.98,0.852,0.148,0.006000000000000005,-0.05200000000000002,3.09,0,0,0.0
2024-07-12,Mets,Rockies,0.095,0.952,Charlie Blackmon,453568,Rockies,640455,1,5,L,L,3.75,0.914,0.086,-0.03799999999999992,-0.009000000000000008,1.922,0,0,0.0
2024-07-12,Mets,Rockies,0.143,0.9,Elias Diaz,553869,Rockies,640455,0,4,R,L,4.64,0.892,0.108,-0.008000000000000007,-0.03499999999999999,2.391,0,0,0.0
2024-07-12,Mets,Rockies,0.129,0.917,Brenton Doyle,686668,Rockies,640455,1,4,R,L,5.22,0.877,0.123,-0.040000000000000036,-0.006000000000000005,2.674,0,0,0.0
2024-07-12,Mets,Rockies,0.154,0.889,Hunter Goodman,696100,Rockies,640455,0,3,R,L,6.66,0.83,0.17,-0.05900000000000005,0.016000000000000014,3.407,0,0,0.0
2024-07-12,Mets,Rockies,0.118,0.923,Sam Hilliard,656541,Rockies,640455,0,4,L,L,5.24,0.877,0.123,-0.04600000000000004,0.0050000000000000044,2.679,0,0,0.0
2024-07-12,Mets,Rockies,0.133,0.909,Ryan McMahon,641857,Rockies,640455,0,4,L,L,5.68,0.864,0.136,-0.04500000000000004,0.0030000000000000027,2.906,0,0,0.0
2024-07-12,Mets,Rockies,0.108,0.933,Brendan Rodgers,663898,Rockies,640455,1,4,R,L,4.92,0.886,0.114,-0.04700000000000004,0.006000000000000005,2.514,0,0,0.0
2024-07-12,Mets,Rockies,0.174,0.867,Michael Toglia,669911,Rockies,640455,1,4,L,L,4.74,0.889,0.111,0.02200000000000002,-0.06299999999999999,2.457,0,0,0.0
2024-07-12,Mets,Rockies,0.133,0.909,Ezequiel Tovar,678662,Rockies,640455,0,5,R,L,5.66,0.864,0.136,-0.04500000000000004,0.0030000000000000027,2.896,0,0,0.0
2024-07-12,Tigers,Dodgers,0.091,0.952,Enrique Hernandez,571771,Dodgers,669373,0,2,R,L,4.19,0.904,0.096,-0.04799999999999993,0.0050000000000000044,2.141,0,0,0.0
2024-07-12,Tigers,Dodgers,0.129,0.917,Javier Baez,595879,Tigers,572020,0,4,R,L,4.8,0.889,0.111,-0.028000000000000025,-0.018000000000000002,2.464,0,0,0.0
2024-07-12,Tigers,Dodgers,0.108,0.933,Riley Greene,682985,Tigers,572020,0,5,L,L,4.0,0.908,0.092,-0.025000000000000022,-0.016,2.054,0,0,0.0
2024-07-12,Tigers,Dodgers,0.148,0.889,Jake Rogers,668670,Tigers,572020,0,4,R,L,6.22,0.846,0.154,-0.04300000000000004,0.006000000000000005,3.184,0,0,0.0
2024-07-12,Tigers,Dodgers,0.114,0.933,Freddie Freeman,518692,Dodgers,669373,1,5,L,L,4.44,0.898,0.102,-0.03500000000000003,-0.01200000000000001,2.277,0,0,0.0
2024-07-12,Tigers,Dodgers,0.182,0.867,Shohei Ohtani,660271,Dodgers,669373,0,5,L,L,6.27,0.843,0.157,-0.02400000000000002,-0.024999999999999994,3.226,0,0,0.0
2024-07-12,Tigers,Dodgers,0.125,0.917,Andy Pages,681624,Dodgers,669373,0,4,R,L,4.61,0.894,0.106,-0.02300000000000002,-0.019000000000000003,2.368,0,0,0.0
2024-07-12,Tigers,Dodgers,0.08,0.962,Miguel Rojas,500743,Dodgers,669373,0,4,R,L,3.3,0.923,0.077,-0.038999999999999924,-0.0030000000000000027,1.69,0,0,0.0
2024-07-12,Tigers,Dodgers,0.143,0.9,Will Smith,669257,Dodgers,669373,0,5,R,L,5.34,0.874,0.126,-0.026000000000000023,-0.016999999999999987,2.742,0,0,0.0
2024-07-12,Tigers,Dodgers,0.111,0.933,Chris Taylor,621035,Dodgers,669373,0,4,R,L,5.36,0.874,0.126,-0.05900000000000005,0.015,2.736,0,0,0.0
2024-07-12,Tigers,Dodgers,0.111,0.933,Miguel Vargas,678246,Dodgers,669373,0,3,R,L,4.83,0.888,0.112,-0.04500000000000004,0.0010000000000000009,2.47,0,0,0.0
2024-07-12,Tigers,Dodgers,0.111,0.933,Mark Canha,592192,Tigers,572020,0,5,R,L,4.23,0.903,0.097,-0.030000000000000027,-0.013999999999999999,2.17,0,0,0.0
2024-07-12,Tigers,Dodgers,0.077,0.968,Gio Urshela,570482,Tigers,572020,0,4,R,L,4.12,0.906,0.094,-0.061999999999999944,0.017,2.098,0,0,0.0
2024-07-12,Tigers,Dodgers,0.118,0.923,Matt Vierling,663837,Tigers,572020,0,6,R,L,4.34,0.9,0.1,-0.02300000000000002,-0.017999999999999988,2.229,0,0,0.0
2024-07-12,Tigers,Dodgers,0.167,0.875,Teoscar Hernandez,606192,Dodgers,669373,0,4,R,L,6.61,0.832,0.168,-0.04300000000000004,0.0010000000000000009,3.388,0,0,0.0
2024-07-12,Tigers,Dodgers,0.138,0.909,Andy Ibanez,628451,Tigers,572020,0,3,R,L,5.4,0.872,0.128,-0.03700000000000003,-0.010000000000000009,2.769,0,0,0.0
2024-07-12,Tigers,Dodgers,0.143,0.9,Justyn-Henry Malloy,669234,Tigers,572020,0,3,R,L,4.71,0.891,0.109,-0.009000000000000008,-0.03399999999999999,2.426,0,0,0.0
2024-07-12,Phillies,Athletics,0.118,0.923,Tyler Nevin,663527,Athletics,624133,0,3,R,L,4.55,0.895,0.105,-0.028000000000000025,-0.012999999999999998,2.334,0,0,0.0
2024-07-12,Phillies,Athletics,0.108,0.933,Daz Cameron,663662,Athletics,624133,0,3,R,L,5.34,0.875,0.125,-0.05800000000000005,0.017,2.724,0,0,0.0
2024-07-12,Phillies,Athletics,0.217,0.833,Trea Turner,607208,Phillies,663687,0,4,R,L,6.45,0.835,0.165,0.0020000000000000018,-0.05199999999999999,3.334,0,0,0.0
2024-07-12,Phillies,Athletics,0.108,0.933,Miguel Andujar,609280,Athletics,624133,0,5,R,L,3.87,0.911,0.089,-0.02200000000000002,-0.019000000000000003,1.989,0,0,0.0
2024-07-12,Phillies,Athletics,0.2,0.846,Alec Bohm,664761,Phillies,663687,0,4,R,L,6.1,0.848,0.152,0.0020000000000000018,-0.048000000000000015,3.15,0,0,0.0
