stat,pre_split,prior_year,two_years,league_average,correlation,pre_split_bbe,prior_bbe,two_years_bbe,data_points
gb/fb,0.303,0.052,0.122,0.524,0.31,100,25,150,961
whiff,0.473,0.161,0.213,0.152,0.14,100,25,150,961
hh,0.353,0.158,0.223,0.265,0.12,100,25,150,961
ld,0.04,0.03,0.069,0.861,0.13,100,25,150,961
barrel,0.299,0.134,0.216,0.351,0.36,100,25,150,961
weak,0.322,0.139,0.197,0.342,0.13,100,25,150,961
hr,0.261,0.123,0.153,0.463,0.44,100,25,150,961
swing%,0.423,0.185,0.187,0.205,0.06,100,25,150,961
chase%,0.378,0.148,0.195,0.279,0.11,100,25,150,961
xwobacon,0.345,0.115,0.218,0.322,0.1,150,25,150,874
la,0.431,0.175,0.214,0.18,0.22,150,25,150,874
ev,0.358,0.163,0.306,0.174,0.02,150,25,150,874
max_ev,0.583,0.144,0.188,0.086,0.02,150,25,150,874
gb/fb,0.399,0.048,0.077,0.477,0.3,150,25,150,874
whiff,0.535,0.135,0.222,0.108,0.13,150,25,150,874
hh,0.458,0.079,0.222,0.241,0.12,150,25,150,874
ld,0.071,0.022,0.066,0.842,0.14,150,25,150,874
barrel,0.383,0.094,0.211,0.313,0.36,150,25,150,874
weak,0.386,0.117,0.176,0.321,0.13,150,25,150,874
hr,0.34,0.087,0.174,0.399,0.44,150,25,150,874
swing%,0.484,0.158,0.193,0.166,0.06,150,25,150,874
chase%,0.423,0.163,0.186,0.228,0.11,150,25,150,874
xwobacon,0.401,0.096,0.173,0.33,0.1,200,25,150,727
la,0.447,0.15,0.228,0.176,0.22,200,25,150,727
ev,0.424,0.115,0.265,0.196,0.02,200,25,150,727
max_ev,0.59,0.159,0.168,0.083,0.01,200,25,150,727
gb/fb,0.433,0.044,0.134,0.389,0.28,200,25,150,727
whiff,0.599,0.105,0.194,0.102,0.13,200,25,150,727
hh,0.519,0.109,0.152,0.219,0.12,200,25,150,727
ld,0.099,0.024,0.049,0.828,0.14,200,25,150,727
barrel,0.44,0.122,0.177,0.262,0.35,200,25,150,727
weak,0.435,0.093,0.162,0.309,0.13,200,25,150,727
hr,0.419,0.104,0.156,0.321,0.44,200,25,150,727
swing%,0.598,0.091,0.2,0.111,0.05,200,25,150,727
chase%,0.504,0.104,0.203,0.189,0.11,200,25,150,727
xwobacon,0.0,0.222,0.349,0.429,0.13,0,50,150,1042
la,0.0,0.373,0.392,0.235,0.27,0,50,150,1042
ev,0.0,0.358,0.398,0.244,0.02,0,50,150,1042
max_ev,0.0,0.541,0.394,0.065,0.02,0,50,150,1042
gb/fb,0.0,0.228,0.334,0.438,0.35,0,50,150,1042
whiff,0.0,0.316,0.468,0.216,0.17,0,50,150,1042
hh,0.0,0.249,0.419,0.332,0.16,0,50,150,1042
ld,0.0,0.033,0.079,0.888,0.16,0,50,150,1042
barrel,0.0,0.253,0.363,0.383,0.43,0,50,150,1042
weak,0.0,0.27,0.367,0.363,0.15,0,50,150,1042
hr,0.0,0.165,0.314,0.521,0.58,0,50,150,1042
swing%,0.0,0.362,0.366,0.273,0.07,0,50,150,1042
chase%,0.0,0.286,0.397,0.317,0.13,0,50,150,1042
xwobacon,0.051,0.236,0.324,0.39,0.1,10,50,150,999
la,0.054,0.345,0.345,0.256,0.23,10,50,150,999
ev,0.053,0.34,0.399,0.209,0.02,10,50,150,999
max_ev,0.177,0.341,0.303,0.179,0.02,10,50,150,999
gb/fb,0.045,0.179,0.317,0.459,0.27,10,50,150,999
whiff,0.073,0.286,0.458,0.182,0.14,10,50,150,999
hh,0.073,0.234,0.413,0.279,0.13,10,50,150,999
ld,0.0,0.061,0.098,0.841,0.12,10,50,150,999
barrel,0.041,0.25,0.371,0.337,0.36,10,50,150,999
weak,0.037,0.253,0.371,0.339,0.13,10,50,150,999
hr,0.037,0.17,0.335,0.458,0.42,10,50,150,999
swing%,0.099,0.287,0.399,0.215,0.06,10,50,150,999
chase%,0.04,0.283,0.368,0.309,0.11,10,50,150,999
xwobacon,0.076,0.258,0.281,0.385,0.1,25,50,150,1150
la,0.1,0.336,0.337,0.227,0.23,25,50,150,1150
ev,0.111,0.299,0.371,0.218,0.02,25,50,150,1150
max_ev,0.289,0.325,0.222,0.163,0.02,25,50,150,1150
gb/fb,0.049,0.201,0.262,0.488,0.29,25,50,150,1150
whiff,0.133,0.313,0.369,0.185,0.14,25,50,150,1150
hh,0.116,0.277,0.326,0.281,0.13,25,50,150,1150
ld,0.022,0.083,0.059,0.836,0.12,25,50,150,1150
barrel,0.074,0.283,0.302,0.341,0.36,25,50,150,1150
weak,0.083,0.249,0.337,0.331,0.13,25,50,150,1150
hr,0.075,0.207,0.26,0.458,0.42,25,50,150,1150
swing%,0.162,0.305,0.311,0.222,0.06,25,50,150,1150
chase%,0.082,0.258,0.356,0.303,0.11,25,50,150,1150
xwobacon,0.143,0.201,0.28,0.376,0.1,50,50,150,1084
la,0.158,0.32,0.307,0.216,0.22,50,50,150,1084
ev,0.169,0.306,0.306,0.219,0.02,50,50,150,1084
max_ev,0.393,0.266,0.204,0.137,0.02,50,50,150,1084
gb/fb,0.086,0.193,0.174,0.546,0.3,50,50,150,1084
whiff,0.242,0.248,0.357,0.152,0.13,50,50,150,1084
hh,0.2,0.251,0.292,0.258,0.12,50,50,150,1084
ld,0.027,0.05,0.074,0.849,0.13,50,50,150,1084
barrel,0.134,0.233,0.28,0.352,0.35,50,50,150,1084
weak,0.146,0.231,0.291,0.332,0.13,50,50,150,1084
hr,0.131,0.186,0.229,0.453,0.41,50,50,150,1084
swing%,0.263,0.266,0.274,0.196,0.06,50,50,150,1084
chase%,0.167,0.249,0.337,0.247,0.11,50,50,150,1084
xwobacon,0.191,0.19,0.261,0.358,0.1,75,50,150,1001
la,0.21,0.275,0.316,0.199,0.22,75,50,150,1001
ev,0.209,0.268,0.316,0.208,0.02,75,50,150,1001
max_ev,0.472,0.192,0.216,0.121,0.02,75,50,150,1001
gb/fb,0.151,0.154,0.239,0.456,0.29,75,50,150,1001
whiff,0.34,0.246,0.271,0.144,0.13,75,50,150,1001
hh,0.261,0.233,0.253,0.253,0.12,75,50,150,1001
ld,0.032,0.072,0.086,0.81,0.13,75,50,150,1001
barrel,0.192,0.239,0.263,0.306,0.34,75,50,150,1001
weak,0.222,0.209,0.263,0.306,0.13,75,50,150,1001
hr,0.183,0.183,0.23,0.404,0.42,75,50,150,1001
swing%,0.308,0.255,0.267,0.17,0.06,75,50,150,1001
chase%,0.255,0.263,0.249,0.233,0.1,75,50,150,1001
xwobacon,0.247,0.197,0.232,0.324,0.1,100,50,150,957
la,0.299,0.236,0.274,0.192,0.22,100,50,150,957
ev,0.288,0.247,0.294,0.171,0.01,100,50,150,957
max_ev,0.516,0.196,0.184,0.103,0.02,100,50,150,957
gb/fb,0.248,0.185,0.153,0.414,0.29,100,50,150,957
whiff,0.407,0.22,0.236,0.136,0.13,100,50,150,957
hh,0.311,0.196,0.275,0.218,0.12,100,50,150,957
ld,0.033,0.071,0.094,0.802,0.13,100,50,150,957
barrel,0.251,0.216,0.247,0.287,0.34,100,50,150,957
weak,0.273,0.17,0.262,0.295,0.13,100,50,150,957
hr,0.222,0.161,0.244,0.373,0.42,100,50,150,957
swing%,0.38,0.23,0.215,0.175,0.06,100,50,150,957
chase%,0.342,0.246,0.2,0.212,0.1,100,50,150,957
xwobacon,0.296,0.162,0.262,0.28,0.1,150,50,150,871
la,0.39,0.226,0.21,0.174,0.21,150,50,150,871
ev,0.33,0.237,0.262,0.171,0.02,150,50,150,871
max_ev,0.574,0.202,0.151,0.073,0.02,150,50,150,871
gb/fb,0.323,0.167,0.077,0.433,0.29,150,50,150,871
whiff,0.496,0.179,0.229,0.096,0.12,150,50,150,871
hh,0.394,0.153,0.244,0.209,0.12,150,50,150,871
ld,0.079,0.051,0.071,0.799,0.13,150,50,150,871
barrel,0.311,0.179,0.244,0.266,0.34,150,50,150,871
weak,0.322,0.19,0.232,0.257,0.12,150,50,150,871
hr,0.292,0.144,0.242,0.323,0.43,150,50,150,871
swing%,0.447,0.174,0.237,0.141,0.06,150,50,150,871
chase%,0.374,0.195,0.249,0.181,0.1,150,50,150,871
xwobacon,0.351,0.121,0.232,0.296,0.1,200,50,150,725
la,0.452,0.226,0.149,0.173,0.22,200,50,150,725
ev,0.368,0.218,0.266,0.148,0.02,200,50,150,725
max_ev,0.572,0.204,0.158,0.067,0.01,200,50,150,725
gb/fb,0.423,0.139,0.075,0.363,0.28,200,50,150,725
whiff,0.536,0.16,0.223,0.081,0.13,200,50,150,725
hh,0.468,0.142,0.194,0.196,0.12,200,50,150,725
ld,0.088,0.06,0.086,0.767,0.14,200,50,150,725
barrel,0.382,0.173,0.193,0.252,0.34,200,50,150,725
weak,0.381,0.163,0.187,0.269,0.12,200,50,150,725
hr,0.364,0.133,0.184,0.318,0.43,200,50,150,725
swing%,0.529,0.104,0.258,0.11,0.05,200,50,150,725
chase%,0.447,0.191,0.195,0.167,0.1,200,50,150,725
xwobacon,0.0,0.265,0.307,0.428,0.13,0,75,150,1162
la,0.0,0.409,0.356,0.235,0.29,0,75,150,1162
ev,0.0,0.39,0.365,0.245,0.02,0,75,150,1162
max_ev,0.0,0.65,0.324,0.026,0.02,0,75,150,1162
gb/fb,0.0,0.304,0.309,0.387,0.35,0,75,150,1162
whiff,0.0,0.412,0.387,0.201,0.18,0,75,150,1162
hh,0.0,0.365,0.339,0.296,0.17,0,75,150,1162
ld,0.0,0.069,0.109,0.822,0.17,0,75,150,1162
barrel,0.0,0.323,0.307,0.37,0.44,0,75,150,1162
weak,0.0,0.334,0.329,0.336,0.16,0,75,150,1162
hr,0.0,0.258,0.3,0.441,0.57,0,75,150,1162
swing%,0.0,0.394,0.381,0.225,0.07,0,75,150,1162
chase%,0.0,0.331,0.378,0.291,0.13,0,75,150,1162
xwobacon,0.043,0.251,0.349,0.357,0.1,10,75,150,999
la,0.046,0.38,0.339,0.235,0.22,10,75,150,999
ev,0.048,0.373,0.361,0.218,0.02,10,75,150,999
max_ev,0.18,0.408,0.242,0.17,0.02,10,75,150,999
gb/fb,0.042,0.216,0.288,0.454,0.27,10,75,150,999
whiff,0.066,0.345,0.438,0.151,0.14,10,75,150,999
hh,0.069,0.283,0.377,0.271,0.13,10,75,150,999
ld,0.0,0.071,0.092,0.837,0.12,10,75,150,999
barrel,0.035,0.291,0.351,0.323,0.35,10,75,150,999
weak,0.033,0.263,0.363,0.342,0.13,10,75,150,999
hr,0.034,0.244,0.305,0.417,0.41,10,75,150,999
swing%,0.084,0.357,0.343,0.216,0.06,10,75,150,999
chase%,0.039,0.342,0.355,0.263,0.11,10,75,150,999
xwobacon,0.066,0.319,0.264,0.351,0.1,25,75,150,1148
la,0.095,0.4,0.289,0.216,0.22,25,75,150,1148
ev,0.107,0.351,0.336,0.205,0.02,25,75,150,1148
max_ev,0.305,0.277,0.267,0.151,0.02,25,75,150,1148
gb/fb,0.041,0.286,0.296,0.377,0.27,25,75,150,1148
whiff,0.111,0.372,0.367,0.149,0.13,25,75,150,1148
hh,0.103,0.312,0.34,0.245,0.12,25,75,150,1148
ld,0.023,0.074,0.08,0.823,0.12,25,75,150,1148
barrel,0.058,0.31,0.311,0.321,0.34,25,75,150,1148
weak,0.076,0.344,0.282,0.299,0.13,25,75,150,1148
hr,0.068,0.262,0.253,0.418,0.41,25,75,150,1148
swing%,0.15,0.336,0.318,0.196,0.06,25,75,150,1148
chase%,0.07,0.316,0.369,0.245,0.11,25,75,150,1148
xwobacon,0.127,0.255,0.287,0.332,0.09,50,75,150,1082
la,0.154,0.321,0.327,0.198,0.22,50,75,150,1082
ev,0.171,0.311,0.316,0.201,0.02,50,75,150,1082
max_ev,0.385,0.278,0.214,0.123,0.02,50,75,150,1082
gb/fb,0.07,0.253,0.303,0.374,0.28,50,75,150,1082
whiff,0.224,0.309,0.329,0.138,0.13,50,75,150,1082
hh,0.194,0.262,0.301,0.243,0.12,50,75,150,1082
ld,0.028,0.023,0.093,0.857,0.13,50,75,150,1082
barrel,0.115,0.253,0.331,0.301,0.34,50,75,150,1082
weak,0.133,0.274,0.307,0.286,0.13,50,75,150,1082
hr,0.114,0.225,0.267,0.394,0.4,50,75,150,1082
swing%,0.234,0.31,0.278,0.178,0.06,50,75,150,1082
chase%,0.152,0.275,0.355,0.219,0.11,50,75,150,1082
xwobacon,0.174,0.265,0.228,0.333,0.1,75,75,150,999
la,0.203,0.334,0.28,0.183,0.22,75,75,150,999
ev,0.219,0.283,0.302,0.197,0.02,75,75,150,999
max_ev,0.479,0.234,0.175,0.112,0.02,75,75,150,999
gb/fb,0.142,0.233,0.225,0.4,0.28,75,75,150,999
whiff,0.31,0.268,0.304,0.118,0.12,75,75,150,999
hh,0.245,0.259,0.29,0.206,0.12,75,75,150,999
ld,0.032,0.052,0.119,0.797,0.13,75,75,150,999
barrel,0.185,0.288,0.235,0.293,0.34,75,75,150,999
weak,0.198,0.274,0.254,0.273,0.12,75,75,150,999
hr,0.169,0.215,0.228,0.388,0.41,75,75,150,999
swing%,0.287,0.275,0.257,0.181,0.06,75,75,150,999
chase%,0.217,0.237,0.358,0.188,0.1,75,75,150,999
xwobacon,0.22,0.247,0.25,0.282,0.09,100,75,150,955
la,0.283,0.289,0.256,0.172,0.22,100,75,150,955
ev,0.273,0.273,0.284,0.17,0.01,100,75,150,955
max_ev,0.501,0.205,0.2,0.094,0.01,100,75,150,955
gb/fb,0.243,0.21,0.173,0.374,0.29,100,75,150,955
whiff,0.366,0.303,0.221,0.11,0.12,100,75,150,955
hh,0.292,0.231,0.27,0.207,0.12,100,75,150,955
ld,0.038,0.062,0.11,0.79,0.13,100,75,150,955
barrel,0.215,0.23,0.281,0.273,0.33,100,75,150,955
weak,0.251,0.23,0.275,0.243,0.12,100,75,150,955
hr,0.213,0.189,0.257,0.34,0.41,100,75,150,955
swing%,0.345,0.248,0.258,0.149,0.06,100,75,150,955
chase%,0.31,0.268,0.242,0.179,0.1,100,75,150,955
xwobacon,0.295,0.213,0.248,0.244,0.09,150,75,150,870
la,0.384,0.221,0.231,0.164,0.21,150,75,150,870
ev,0.327,0.259,0.25,0.163,0.02,150,75,150,870
max_ev,0.556,0.227,0.152,0.065,0.02,150,75,150,870
gb/fb,0.281,0.213,0.208,0.297,0.28,150,75,150,870
whiff,0.466,0.195,0.256,0.084,0.12,150,75,150,870
hh,0.364,0.198,0.258,0.179,0.11,150,75,150,870
ld,0.071,0.077,0.12,0.731,0.13,150,75,150,870
barrel,0.289,0.199,0.277,0.235,0.33,150,75,150,870
weak,0.318,0.199,0.238,0.245,0.12,150,75,150,870
hr,0.272,0.165,0.254,0.309,0.42,150,75,150,870
swing%,0.426,0.208,0.246,0.12,0.05,150,75,150,870
chase%,0.362,0.218,0.267,0.154,0.1,150,75,150,870
xwobacon,0.301,0.19,0.238,0.271,0.1,200,75,150,725
la,0.433,0.234,0.184,0.149,0.21,200,75,150,725
ev,0.37,0.231,0.237,0.162,0.02,200,75,150,725
max_ev,0.566,0.214,0.16,0.059,0.01,200,75,150,725
gb/fb,0.386,0.15,0.151,0.314,0.28,200,75,150,725
whiff,0.512,0.172,0.231,0.085,0.12,200,75,150,725
hh,0.437,0.183,0.203,0.177,0.11,200,75,150,725
ld,0.09,0.045,0.09,0.775,0.14,200,75,150,725
barrel,0.348,0.219,0.206,0.228,0.33,200,75,150,725
weak,0.366,0.183,0.212,0.239,0.12,200,75,150,725
hr,0.332,0.156,0.249,0.263,0.42,200,75,150,725
swing%,0.531,0.122,0.248,0.1,0.05,200,75,150,725
chase%,0.423,0.228,0.213,0.136,0.1,200,75,150,725
xwobacon,0.0,0.32,0.316,0.364,0.12,0,100,150,1030
la,0.0,0.452,0.34,0.208,0.26,0,100,150,1030
ev,0.0,0.42,0.388,0.192,0.02,0,100,150,1030
max_ev,0.0,0.643,0.332,0.024,0.02,0,100,150,1030
gb/fb,0.0,0.341,0.292,0.367,0.34,0,100,150,1030
whiff,0.0,0.435,0.398,0.167,0.16,0,100,150,1030
hh,0.0,0.34,0.398,0.263,0.15,0,100,150,1030
ld,0.0,0.073,0.095,0.832,0.16,0,100,150,1030
barrel,0.0,0.345,0.346,0.31,0.41,0,100,150,1030
weak,0.0,0.356,0.367,0.277,0.15,0,100,150,1030
hr,0.0,0.244,0.339,0.417,0.56,0,100,150,1030
swing%,0.0,0.446,0.332,0.222,0.07,0,100,150,1030
chase%,0.0,0.368,0.402,0.23,0.12,0,100,150,1030
xwobacon,0.043,0.312,0.311,0.334,0.1,10,100,150,991
la,0.046,0.408,0.325,0.222,0.22,10,100,150,991
ev,0.042,0.381,0.383,0.194,0.02,10,100,150,991
max_ev,0.186,0.461,0.19,0.164,0.02,10,100,150,991
gb/fb,0.042,0.287,0.305,0.366,0.26,10,100,150,991
whiff,0.069,0.393,0.392,0.146,0.14,10,100,150,991
hh,0.063,0.315,0.372,0.249,0.13,10,100,150,991
ld,0.0,0.071,0.098,0.832,0.12,10,100,150,991
barrel,0.034,0.355,0.309,0.302,0.34,10,100,150,991
weak,0.033,0.319,0.336,0.312,0.12,10,100,150,991
hr,0.033,0.259,0.296,0.412,0.41,10,100,150,991
swing%,0.087,0.377,0.33,0.207,0.06,10,100,150,991
chase%,0.029,0.382,0.343,0.245,0.1,10,100,150,991
xwobacon,0.061,0.314,0.308,0.317,0.09,25,100,150,1140
la,0.096,0.437,0.262,0.205,0.22,25,100,150,1140
ev,0.111,0.354,0.336,0.199,0.02,25,100,150,1140
max_ev,0.293,0.343,0.224,0.14,0.02,25,100,150,1140
gb/fb,0.045,0.326,0.275,0.354,0.27,25,100,150,1140
whiff,0.117,0.373,0.365,0.144,0.13,25,100,150,1140
hh,0.107,0.327,0.333,0.233,0.12,25,100,150,1140
ld,0.02,0.068,0.117,0.794,0.12,25,100,150,1140
barrel,0.054,0.331,0.322,0.293,0.35,25,100,150,1140
weak,0.075,0.347,0.315,0.263,0.13,25,100,150,1140
hr,0.061,0.245,0.295,0.398,0.41,25,100,150,1140
swing%,0.14,0.396,0.264,0.2,0.06,25,100,150,1140
chase%,0.073,0.347,0.333,0.247,0.11,25,100,150,1140
xwobacon,0.115,0.299,0.266,0.32,0.1,50,100,150,1075
la,0.146,0.396,0.26,0.198,0.22,50,100,150,1075
ev,0.166,0.332,0.306,0.195,0.02,50,100,150,1075
max_ev,0.404,0.294,0.18,0.122,0.02,50,100,150,1075
gb/fb,0.073,0.303,0.233,0.391,0.28,50,100,150,1075
whiff,0.214,0.346,0.319,0.121,0.13,50,100,150,1075
hh,0.178,0.298,0.298,0.226,0.12,50,100,150,1075
ld,0.028,0.072,0.075,0.825,0.12,50,100,150,1075
barrel,0.109,0.341,0.268,0.283,0.33,50,100,150,1075
weak,0.119,0.321,0.289,0.271,0.12,50,100,150,1075
hr,0.115,0.25,0.271,0.364,0.4,50,100,150,1075
swing%,0.22,0.358,0.252,0.17,0.05,50,100,150,1075
chase%,0.142,0.346,0.302,0.21,0.1,50,100,150,1075
xwobacon,0.168,0.263,0.272,0.297,0.09,75,100,150,993
la,0.197,0.375,0.25,0.178,0.22,75,100,150,993
ev,0.196,0.313,0.306,0.185,0.02,75,100,150,993
max_ev,0.466,0.265,0.164,0.106,0.02,75,100,150,993
gb/fb,0.147,0.235,0.252,0.366,0.27,75,100,150,993
whiff,0.303,0.32,0.271,0.106,0.12,75,100,150,993
hh,0.223,0.28,0.287,0.21,0.12,75,100,150,993
ld,0.031,0.076,0.088,0.805,0.13,75,100,150,993
barrel,0.164,0.297,0.265,0.274,0.33,75,100,150,993
weak,0.192,0.291,0.285,0.232,0.12,75,100,150,993
hr,0.154,0.239,0.248,0.359,0.41,75,100,150,993
swing%,0.279,0.297,0.267,0.156,0.05,75,100,150,993
chase%,0.226,0.299,0.276,0.198,0.1,75,100,150,993
xwobacon,0.193,0.275,0.264,0.268,0.09,100,100,150,949
la,0.259,0.339,0.247,0.154,0.21,100,100,150,949
ev,0.267,0.291,0.28,0.162,0.01,100,100,150,949
max_ev,0.489,0.263,0.161,0.087,0.01,100,100,150,949
gb/fb,0.207,0.273,0.221,0.3,0.27,100,100,150,949
whiff,0.367,0.306,0.229,0.098,0.12,100,100,150,949
hh,0.274,0.273,0.27,0.183,0.11,100,100,150,949
ld,0.03,0.096,0.096,0.778,0.13,100,100,150,949
barrel,0.19,0.309,0.257,0.243,0.32,100,100,150,949
weak,0.234,0.276,0.281,0.209,0.12,100,100,150,949
hr,0.181,0.259,0.255,0.305,0.4,100,100,150,949
swing%,0.334,0.317,0.2,0.148,0.06,100,100,150,949
chase%,0.283,0.303,0.252,0.162,0.1,100,100,150,949
xwobacon,0.28,0.26,0.213,0.247,0.09,150,100,150,864
la,0.382,0.295,0.179,0.143,0.21,150,100,150,864
ev,0.313,0.272,0.255,0.16,0.01,150,100,150,864
max_ev,0.549,0.237,0.155,0.059,0.01,150,100,150,864
gb/fb,0.274,0.264,0.184,0.278,0.27,150,100,150,864
whiff,0.468,0.242,0.203,0.088,0.12,150,100,150,864
hh,0.368,0.234,0.211,0.186,0.12,150,100,150,864
ld,0.065,0.066,0.109,0.759,0.13,150,100,150,864
barrel,0.279,0.275,0.215,0.232,0.33,150,100,150,864
weak,0.316,0.228,0.225,0.231,0.12,150,100,150,864
hr,0.268,0.212,0.226,0.295,0.42,150,100,150,864
swing%,0.406,0.261,0.209,0.123,0.05,150,100,150,864
chase%,0.331,0.254,0.259,0.156,0.1,150,100,150,864
xwobacon,0.284,0.259,0.227,0.229,0.1,200,100,150,718
la,0.439,0.271,0.135,0.155,0.22,200,100,150,718
ev,0.362,0.26,0.241,0.137,0.02,200,100,150,718
max_ev,0.557,0.229,0.163,0.052,0.01,200,100,150,718
gb/fb,0.383,0.15,0.184,0.283,0.28,200,100,150,718
whiff,0.508,0.234,0.19,0.068,0.12,200,100,150,718
hh,0.426,0.192,0.219,0.163,0.11,200,100,150,718
ld,0.082,0.1,0.092,0.726,0.14,200,100,150,718
barrel,0.335,0.263,0.21,0.191,0.33,200,100,150,718
weak,0.356,0.23,0.206,0.208,0.12,200,100,150,718
hr,0.356,0.162,0.236,0.245,0.43,200,100,150,718
swing%,0.501,0.191,0.224,0.085,0.05,200,100,150,718
chase%,0.407,0.232,0.225,0.136,0.1,200,100,150,718
xwobacon,0.0,0.364,0.324,0.311,0.11,0,150,150,987
la,0.0,0.537,0.262,0.2,0.25,0,150,150,987
ev,0.0,0.442,0.37,0.188,0.02,0,150,150,987
max_ev,0.0,0.598,0.393,0.009,0.02,0,150,150,987
gb/fb,0.0,0.413,0.28,0.307,0.33,0,150,150,987
whiff,0.0,0.516,0.329,0.155,0.15,0,150,150,987
hh,0.0,0.382,0.374,0.244,0.15,0,150,150,987
ld,0.0,0.125,0.091,0.784,0.15,0,150,150,987
barrel,0.0,0.415,0.311,0.274,0.4,0,150,150,987
weak,0.0,0.417,0.317,0.267,0.14,0,150,150,987
hr,0.0,0.316,0.318,0.366,0.54,0,150,150,987
swing%,0.0,0.459,0.349,0.192,0.07,0,150,150,987
chase%,0.0,0.422,0.385,0.193,0.12,0,150,150,987
xwobacon,0.035,0.44,0.204,0.32,0.09,10,150,150,841
la,0.052,0.461,0.277,0.21,0.21,10,150,150,841
ev,0.039,0.418,0.36,0.183,0.02,10,150,150,841
max_ev,0.167,0.496,0.195,0.142,0.02,10,150,150,841
gb/fb,0.048,0.4,0.243,0.31,0.26,10,150,150,841
whiff,0.049,0.476,0.329,0.146,0.13,10,150,150,841
hh,0.054,0.385,0.329,0.232,0.12,10,150,150,841
ld,0.001,0.1,0.074,0.826,0.12,10,150,150,841
barrel,0.036,0.44,0.235,0.289,0.33,10,150,150,841
weak,0.03,0.415,0.293,0.262,0.12,10,150,150,841
hr,0.034,0.355,0.222,0.389,0.4,10,150,150,841
swing%,0.087,0.41,0.326,0.177,0.06,10,150,150,841
chase%,0.019,0.439,0.319,0.223,0.1,10,150,150,841
xwobacon,0.07,0.36,0.287,0.283,0.09,25,150,150,1071
la,0.086,0.497,0.207,0.211,0.22,25,150,150,1071
ev,0.095,0.402,0.337,0.165,0.01,25,150,150,1071
max_ev,0.292,0.384,0.193,0.132,0.02,25,150,150,1071
gb/fb,0.036,0.341,0.273,0.35,0.27,25,150,150,1071
whiff,0.114,0.458,0.3,0.129,0.13,25,150,150,1071
hh,0.102,0.387,0.293,0.217,0.12,25,150,150,1071
ld,0.016,0.142,0.099,0.743,0.12,25,150,150,1071
barrel,0.072,0.351,0.316,0.261,0.33,25,150,150,1071
weak,0.063,0.398,0.267,0.272,0.12,25,150,150,1071
hr,0.08,0.33,0.241,0.349,0.4,25,150,150,1071
swing%,0.135,0.458,0.251,0.156,0.05,25,150,150,1071
chase%,0.067,0.366,0.363,0.204,0.1,25,150,150,1071
xwobacon,0.111,0.32,0.292,0.276,0.09,50,150,150,1097
la,0.135,0.442,0.241,0.181,0.22,50,150,150,1097
ev,0.16,0.367,0.314,0.159,0.01,50,150,150,1097
max_ev,0.409,0.28,0.195,0.117,0.02,50,150,150,1097
gb/fb,0.067,0.383,0.251,0.3,0.27,50,150,150,1097
whiff,0.192,0.403,0.287,0.118,0.13,50,150,150,1097
hh,0.174,0.344,0.282,0.201,0.11,50,150,150,1097
ld,0.026,0.079,0.119,0.776,0.12,50,150,150,1097
barrel,0.1,0.346,0.289,0.265,0.33,50,150,150,1097
weak,0.125,0.38,0.289,0.206,0.12,50,150,150,1097
hr,0.114,0.276,0.265,0.345,0.41,50,150,150,1097
swing%,0.206,0.407,0.252,0.135,0.05,50,150,150,1097
chase%,0.13,0.388,0.315,0.168,0.1,50,150,150,1097
xwobacon,0.153,0.345,0.236,0.266,0.09,75,150,150,1010
la,0.178,0.417,0.244,0.161,0.22,75,150,150,1010
ev,0.19,0.34,0.302,0.168,0.01,75,150,150,1010
max_ev,0.447,0.37,0.093,0.091,0.02,75,150,150,1010
gb/fb,0.133,0.305,0.241,0.321,0.26,75,150,150,1010
whiff,0.301,0.357,0.246,0.096,0.12,75,150,150,1010
hh,0.231,0.312,0.27,0.187,0.12,75,150,150,1010
ld,0.024,0.074,0.099,0.802,0.12,75,150,150,1010
barrel,0.16,0.335,0.261,0.244,0.33,75,150,150,1010
weak,0.157,0.324,0.298,0.22,0.12,75,150,150,1010
hr,0.164,0.298,0.213,0.325,0.41,75,150,150,1010
swing%,0.257,0.367,0.232,0.143,0.05,75,150,150,1010
chase%,0.197,0.343,0.273,0.186,0.1,75,150,150,1010
xwobacon,0.188,0.286,0.263,0.262,0.09,100,150,150,974
la,0.246,0.378,0.225,0.15,0.21,100,150,150,974
ev,0.268,0.31,0.282,0.14,0.01,100,150,150,974
max_ev,0.533,0.27,0.119,0.078,0.02,100,150,150,974
gb/fb,0.213,0.3,0.214,0.274,0.27,100,150,150,974
whiff,0.329,0.385,0.192,0.093,0.12,100,150,150,974
hh,0.28,0.307,0.261,0.153,0.11,100,150,150,974
ld,0.029,0.139,0.068,0.764,0.13,100,150,150,974
barrel,0.219,0.307,0.24,0.235,0.31,100,150,150,974
weak,0.213,0.296,0.29,0.201,0.12,100,150,150,974
hr,0.195,0.294,0.195,0.316,0.41,100,150,150,974
swing%,0.319,0.356,0.205,0.119,0.05,100,150,150,974
chase%,0.279,0.293,0.274,0.154,0.1,100,150,150,974
xwobacon,0.258,0.357,0.172,0.212,0.09,150,150,150,812
la,0.34,0.325,0.191,0.144,0.21,150,150,150,812
ev,0.314,0.294,0.262,0.13,0.01,150,150,150,812
max_ev,0.543,0.272,0.13,0.055,0.01,150,150,150,812
gb/fb,0.242,0.318,0.141,0.3,0.26,150,150,150,812
whiff,0.42,0.288,0.198,0.094,0.12,150,150,150,812
hh,0.369,0.253,0.232,0.147,0.11,150,150,150,812
