diff_threshold,pred_hr_threshold,train_picks,train_win_rate,train_profit,train_roi,num_picks,win_rate,total_profit,roi,sum_profit,sum_picks,weight,both_roi,decision
0.015,0.14,1108,18.5,-545.75,-4.93,1683,18,-1327.15,-7.89,-1872.9,2791,35,-6.710498029,
0.045,0.08,395,19.75,-102.4,-2.59,604,16.89,-569.86,-9.43,-672.26,999,25,-6.729329329,
0.06,0.1,237,18.57,-80.3,-3.39,358,17.88,-320.55,-8.95,-400.85,595,50,-6.73697479,
0.06,0.1,247,17,-151.41,-6.13,388,16.49,-276.94,-7.14,-428.35,635,95,-6.745669291,
0.02,0.1,1683,15.39,-563.41,-3.35,2539,14.38,-2293.68,-9.03,-2857.09,4222,45,-6.767148271,
0.04,0.1,219,24.66,-109.43,-5,349,24.93,-275,-7.88,-384.43,568,10,-6.768133803,
0.025,0.14,673,19.91,-126.85,-1.88,1034,18.38,-1028.66,-9.95,-1155.51,1707,30,-6.769244288,
0.04,0.06,356,21.07,-108.13,-3.04,550,20.18,-505.63,-9.19,-613.76,906,15,-6.774392936,
0.035,0.08,1023,14.47,-628.41,-6.14,1552,13.6,-1118.66,-7.21,-1747.07,2575,95,-6.784737864,
0.035,0.08,461,20.39,-130.57,-2.83,728,18.82,-678.82,-9.32,-809.39,1189,15,-6.807317073,
0.015,0.16,788,20.18,-45.59,-0.58,1142,18.3,-1269.39,-11.12,-1314.98,1930,90,-6.813367876,
0.04,0.06,681,16.74,-72.34,-1.06,1031,14.45,-1097.19,-10.64,-1169.53,1712,40,-6.831366822,
0.045,0.14,303,24.09,397.33,13.11,452,17.7,-914.87,-20.24,-517.54,755,35,-6.854834437,
0.04,0.14,382,21.99,226.22,5.92,578,17.65,-884.63,-15.31,-658.41,960,40,-6.8584375,
0.035,0.08,886,15.46,-441.64,-4.98,1357,14.3,-1097.24,-8.09,-1538.88,2243,50,-6.860811413,
0.015,0.16,802,20.2,-71.19,-0.89,1158,18.48,-1273.7,-11,-1344.89,1960,70,-6.861683673,
0.025,0.08,501,20.96,-272.04,-5.43,801,20.35,-621.83,-7.76,-893.87,1302,10,-6.865360983,
0.02,0.18,385,22.6,-17.01,-0.44,603,20.4,-661.95,-10.98,-678.96,988,85,-6.872064777,
0.045,0.06,352,21.02,20.46,0.58,546,18.13,-638.15,-11.69,-617.69,898,20,-6.878507795,
0.04,0.08,742,15.9,-97.01,-1.31,1145,13.71,-1202.14,-10.5,-1299.15,1887,85,-6.884737679,
0.055,0.08,256,19.14,-201.93,-7.89,391,18.93,-243.97,-6.24,-445.9,647,30,-6.891808346,
0.035,0.08,285,23.86,-106.92,-3.75,458,23.14,-405.37,-8.85,-512.29,743,10,-6.894885599,
0.055,0.06,260,19.23,-112.06,-4.31,401,18.45,-343.97,-8.58,-456.03,661,30,-6.899092284,
0.015,0.1,1994,15.55,-725.41,-3.64,3045,14.65,-2768.11,-9.09,-3493.52,5039,30,-6.932962889,
0.05,0.14,239,22.59,140.35,5.87,369,18.97,-562.68,-15.25,-422.33,608,40,-6.946217105,
0.035,0.14,440,21.82,193.71,4.4,675,18.52,-970.35,-14.38,-776.64,1115,30,-6.965381166,
0.015,0.16,799,20.28,-41.19,-0.52,1162,18.33,-1325.32,-11.41,-1366.51,1961,75,-6.968434472,
0.015,0.16,804,20.15,-91.19,-1.13,1168,18.49,-1284.29,-11,-1375.48,1972,65,-6.97505071,
0.04,0.06,645,17.21,-109.07,-1.69,980,14.9,-1024.67,-10.46,-1133.74,1625,35,-6.976861538,
0.02,0.12,1294,16.69,-332.77,-2.57,1936,15.44,-1924.95,-9.94,-2257.72,3230,65,-6.989845201,
0.015,0.1,1883,15.99,-494.15,-2.62,2869,14.85,-2843.39,-9.91,-3337.54,4752,25,-7.023442761,
0.05,0.06,313,20.13,-32.15,-1.03,473,17.97,-520.63,-11.01,-552.78,786,25,-7.032824427,
0.02,0.14,874,19.11,-346.22,-3.96,1315,18.25,-1195.23,-9.09,-1541.45,2189,30,-7.041799909,
0.015,0.14,1118,18.16,-668.85,-5.98,1705,17.65,-1319.69,-7.74,-1988.54,2823,45,-7.044066596,
0.04,0.14,385,21.56,245.36,6.37,576,17.19,-922.96,-16.02,-677.6,961,65,-7.050988554,
0.04,0.08,710,16.34,-262.97,-3.7,1080,14.26,-999.89,-9.26,-1262.86,1790,60,-7.055083799,
0.05,0.06,267,21.35,-194.67,-7.29,402,20.15,-277.47,-6.9,-472.14,669,20,-7.057399103,
0.035,0.08,959,15.02,-388.92,-4.06,1461,13.76,-1325.43,-9.07,-1714.35,2420,65,-7.084090909,
0.035,0.08,1017,14.26,-765.99,-7.53,1539,13.71,-1044.77,-6.79,-1810.76,2556,90,-7.084350548,
0.015,0.14,1021,18.9,-650.55,-6.37,1545,19.03,-1177.12,-7.62,-1827.67,2566,20,-7.122642245,
0.025,0.15,479,22.96,65.04,1.36,773,21.22,-957.52,-12.39,-892.48,1252,15,-7.128434505,
0.015,0.16,790,20.25,-18.2,-0.23,1145,18.17,-1361.89,-11.89,-1380.09,1935,85,-7.132248062,
0.055,0.08,271,18.82,-158.31,-5.84,430,17.91,-342.16,-7.96,-500.47,701,35,-7.139372325,
0.015,0.16,820,20.73,-45.91,-0.56,1231,19.09,-1418.81,-11.53,-1464.72,2051,35,-7.141491955,
0.015,0.14,1107,18.43,-546.83,-4.94,1686,17.67,-1448.27,-8.59,-1995.1,2793,40,-7.143215181,
0.015,0.16,792,20.2,-38.2,-0.48,1148,18.21,-1354.85,-11.8,-1393.05,1940,80,-7.180670103,
0.015,0.1,2178,15.15,-624.68,-2.87,3306,14.13,-3320.06,-10.04,-3944.74,5484,40,-7.19318016,
0.015,0.14,901,19.76,-536.45,-5.95,1390,19.78,-1113.21,-8.01,-1649.66,2291,15,-7.200611087,
0.045,0.16,237,23.63,166.04,7.01,355,18.87,-592.56,-16.69,-426.52,592,70,-7.20472973,
0.055,0.1,271,17.71,-130.14,-4.8,445,17.08,-386.72,-8.69,-516.86,716,50,-7.218715084,
0.015,0.16,788,20.05,-79.6,-1.01,1145,18.17,-1317.47,-11.51,-1397.07,1933,95,-7.227470253,
0.04,0.15,197,25.89,-109.34,-5.55,325,25.85,-269.59,-8.3,-378.93,522,10,-7.259195402,
0.03,0.16,408,23.28,100.03,2.45,643,20.84,-864.14,-13.44,-764.11,1051,20,-7.270313987,
0.04,0.16,294,24.15,290.44,9.88,448,18.53,-830.51,-18.54,-540.07,742,50,-7.278571429,
0.06,0.1,240,17.08,-169.13,-7.05,387,16.8,-287.52,-7.43,-456.65,627,85,-7.283094099,
0.025,0.08,1289,14.97,-989.21,-7.67,1992,14.66,-1411.46,-7.09,-2400.67,3281,30,-7.316885096,
0.045,0.06,624,15.38,-153.23,-2.46,943,13.79,-998.42,-10.59,-1151.65,1567,85,-7.349393746,
0.045,0.06,407,19.41,-92.53,-2.27,629,16.38,-670.61,-10.66,-763.14,1036,25,-7.366216216,
0.06,0.08,237,17.72,-235.34,-9.93,363,18.18,-207.53,-5.72,-442.87,600,45,-7.381166667,
0.045,0.08,268,22.39,-153.19,-5.72,408,22.06,-345.79,-8.48,-498.98,676,15,-7.381360947,
0.02,0.12,1287,16.71,-342.77,-2.66,1919,15.42,-2024.65,-10.55,-2367.42,3206,60,-7.384341859,
0.04,0.15,324,24.07,321.27,9.92,493,18.26,-926.69,-18.8,-605.42,817,35,-7.410281518,
0.04,0.08,742,15.77,-211.95,-2.86,1144,13.72,-1192.14,-10.42,-1404.09,1886,80,-7.444803818,
0.02,0.12,1279,16.89,-253.23,-1.98,1910,15.45,-2128.91,-11.15,-2382.14,3189,55,-7.469865161,
0.035,0.08,829,16.28,-274.72,-3.31,1278,14.48,-1299.61,-10.17,-1574.33,2107,40,-7.47190318,
0.06,0.1,208,19.23,-210.92,-10.14,319,19.44,-183.26,-5.74,-394.18,527,35,-7.479696395,
0.04,0.16,298,24.5,308.42,10.35,452,18.36,-870.51,-19.26,-562.09,750,45,-7.494533333,
0.02,0.12,1298,16.26,-565.44,-4.36,1953,15.41,-1879.06,-9.62,-2444.5,3251,75,-7.519224854,
0.035,0.16,352,23.58,237.9,6.76,545,19.08,-912.42,-16.74,-674.52,897,35,-7.519732441,
0.055,0.06,276,18.84,-78.44,-2.84,442,17.42,-462.16,-10.46,-540.6,718,35,-7.529247911,
0.02,0.12,1300,16.38,-508.39,-3.91,1955,15.4,-1944.66,-9.95,-2453.05,3255,70,-7.53625192,
0.045,0.14,286,23.78,184.72,6.46,415,19.04,-713.14,-17.18,-528.42,701,25,-7.538088445,
0.04,0.08,693,16.59,-165.43,-2.39,1065,14.27,-1159.79,-10.89,-1325.22,1758,55,-7.538225256,
0.04,0.16,297,24.58,266.57,8.98,451,18.85,-831.4,-18.43,-564.83,748,35,-7.551203209,
0.015,0.16,816,20.71,-16.99,-0.21,1219,18.7,-1519.81,-12.47,-1536.8,2035,40,-7.551842752,
0.03,0.08,1193,14.59,-914.8,-7.67,1839,14.03,-1377.83,-7.49,-2292.63,3032,50,-7.561444591,
0.035,0.06,475,20,-140.7,-2.96,754,18.3,-789.57,-10.47,-930.27,1229,15,-7.569324654,
0.015,0.14,1100,18.73,-552.21,-5.02,1659,17.9,-1550.43,-9.35,-2102.64,2759,30,-7.621022109,
0.04,0.16,294,24.15,290.44,9.88,447,18.34,-855.48,-19.14,-565.04,741,55,-7.62537112,
0.04,0.08,733,15.69,-342.15,-4.67,1129,13.91,-1079.07,-9.56,-1421.22,1862,75,-7.632760473,
0.06,0.06,242,17.77,-155.47,-6.42,374,17.65,-317.53,-8.49,-473,616,45,-7.678571429,
0.06,0.1,241,17.84,-115.17,-4.78,385,16.62,-367.52,-9.55,-482.69,626,80,-7.710702875,
0.045,0.16,243,24.69,228.46,9.4,359,18.66,-693.56,-19.32,-465.1,602,55,-7.725913621,
0.015,0.14,1092,18.86,-533.68,-4.89,1634,18.05,-1577.35,-9.65,-2111.03,2726,25,-7.744057227,
0.045,0.16,247,24.29,188.46,7.63,365,19.18,-662.56,-18.15,-474.1,612,50,-7.746732026,
0.035,0.08,939,15.02,-513.92,-5.47,1432,13.83,-1325.14,-9.25,-1839.06,2371,60,-7.756474062,
0.06,0.08,264,15.91,-321.41,-12.17,429,15.85,-216.63,-5.05,-538.04,693,95,-7.763924964,
0.015,0.16,818,20.42,-116.58,-1.43,1211,18.66,-1458.81,-12.05,-1575.39,2029,45,-7.764366683,
0.065,0.08,203,16.26,-246.16,-12.13,314,16.88,-155.82,-4.96,-401.98,517,80,-7.775241779,
0.05,0.14,244,21.72,128.84,5.28,367,18.26,-604.84,-16.48,-476,611,50,-7.790507365,
0.04,0.16,279,24.01,303.43,10.88,426,17.61,-854.63,-20.06,-551.2,705,95,-7.818439716,
0.015,0.1,2241,14.77,-1089.61,-4.86,3397,14.04,-3318.61,-9.77,-4408.22,5638,45,-7.81876552,
0.045,0.15,269,24.16,293.16,10.9,397,17.88,-814.64,-20.52,-521.48,666,55,-7.83003003,
0.02,0.1,1703,15.09,-793.75,-4.66,2604,14.17,-2584.41,-9.92,-3378.16,4307,50,-7.843417692,
0.045,0.15,273,23.81,253.16,9.27,403,18.36,-783.64,-19.45,-530.48,676,50,-7.847337278,
0.015,0.1,2304,14.54,-1342.25,-5.83,3473,14.05,-3194.77,-9.2,-4537.02,5777,50,-7.85359183,
0.02,0.14,890,18.76,-458.22,-5.15,1339,17.85,-1295.62,-9.68,-1753.84,2229,35,-7.868281741,
0.035,0.06,287,23.69,-126.92,-4.42,464,22.84,-465.37,-10.03,-592.29,751,10,-7.886684421,
0.02,0.14,904,18.36,-603.26,-6.67,1350,17.78,-1175.43,-8.71,-1778.69,2254,40,-7.891259982,
0.03,0.15,480,22.08,77.01,1.6,738,19.24,-1039.07,-14.08,-962.06,1218,30,-7.898686371,
0.03,0.15,485,21.86,89.01,1.84,739,18.94,-1056.68,-14.3,-967.67,1224,35,-7.905800654,
0.045,0.16,240,23.75,158.47,6.6,355,18.87,-629.09,-17.72,-470.62,595,60,-7.909579832,
0.045,0.06,630,15.24,-213.23,-3.38,942,13.69,-1034.5,-10.98,-1247.73,1572,90,-7.93721374,
0.02,0.1,1860,14.57,-620.1,-3.33,2835,13.37,-3107.41,-10.96,-3727.51,4695,95,-7.939318424,
0.02,0.12,1295,16.29,-535.44,-4.13,1960,15.2,-2050.5,-10.46,-2585.94,3255,80,-7.944516129,
0.04,0.16,279,24.01,303.43,10.88,427,17.56,-864.63,-20.25,-561.2,706,90,-7.949008499,
0.04,0.15,325,23.38,305.14,9.39,493,17.85,-955.8,-19.39,-650.66,818,50,-7.954278729,
0.06,0.1,241,17.84,-115.17,-4.78,374,16.84,-374.73,-10.02,-489.9,615,70,-7.965853659,
0.055,0.1,267,17.98,-156.99,-5.88,435,17.47,-403.04,-9.27,-560.03,702,45,-7.977635328,
0.02,0.14,907,18.19,-670.3,-7.39,1336,17.74,-1122.19,-8.4,-1792.49,2243,45,-7.991484619,
0.045,0.15,266,23.31,223.17,8.39,393,18.07,-750.17,-19.09,-527,659,60,-7.996965099,
0.02,0.1,1864,14.54,-660.1,-3.54,2838,13.46,-3100.09,-10.92,-3760.19,4702,90,-7.997001276,
0.04,0.08,714,15.97,-385.04,-5.39,1098,14.12,-1064.95,-9.7,-1449.99,1812,65,-8.002152318,
0.05,0.08,323,19.5,-118.53,-3.67,516,17.25,-555.62,-10.77,-674.15,839,30,-8.035160906,
0.015,0.1,2385,14.34,-1527.3,-6.4,3584,13.81,-3277.1,-9.14,-4804.4,5969,60,-8.048919417,
0.015,0.1,2348,14.4,-1508.35,-6.42,3528,13.92,-3242.95,-9.19,-4751.3,5876,55,-8.085942818,
0.065,0.06,208,16.35,-166.29,-7.99,325,16.31,-265.82,-8.18,-432.11,533,80,-8.107129456,
0.03,0.08,1239,14.29,-1037.43,-8.37,1926,13.66,-1528.72,-7.94,-2566.15,3165,60,-8.107898894,
0.055,0.08,237,19.83,-263.41,-11.11,354,19.77,-217.11,-6.13,-480.52,591,25,-8.130626058,
0.02,0.08,1415,15.41,-1180.55,-8.34,2198,15.2,-1758.1,-8,-2938.65,3613,20,-8.13354553,
0.04,0.15,329,23.71,323.12,9.82,497,17.71,-995.8,-20.04,-672.68,826,45,-8.143825666,
0.02,0.1,1794,14.55,-1027.44,-5.73,2752,13.81,-2678.3,-9.73,-3705.74,4546,70,-8.151649802,
0.02,0.12,1305,16.17,-564.09,-4.32,1983,15.13,-2116.22,-10.67,-2680.31,3288,85,-8.151794404,
0.02,0.1,1823,14.43,-1024.99,-5.62,2772,13.74,-2732.7,-9.86,-3757.69,4595,75,-8.177780196,
0.04,0.16,296,23.99,270.44,9.14,443,18.06,-875.45,-19.76,-605.01,739,60,-8.186874154,
0.03,0.08,382,22.51,-211.7,-5.54,610,21.31,-602.08,-9.87,-813.78,992,10,-8.203427419,
0.04,0.15,321,24.3,229.45,7.15,473,19.45,-882.3,-18.65,-652.85,794,25,-8.222292191,
0.03,0.16,438,22.6,198.69,4.54,668,18.56,-1109.42,-16.61,-910.73,1106,40,-8.234448463,
0.04,0.06,708,16.53,-78.11,-1.1,1065,13.99,-1383.4,-12.99,-1461.51,1773,45,-8.243147208,
0.04,0.15,264,24.62,-7.86,-0.3,410,22.68,-548.02,-13.37,-555.88,674,15,-8.247477745,
0.02,0.12,1309,16.2,-534.16,-4.08,1985,15.06,-2186.22,-11.01,-2720.38,3294,90,-8.258591378,
0.06,0.08,251,17.13,-255.27,-10.17,394,17.01,-277.84,-7.05,-533.11,645,55,-8.265271318,
0.02,0.12,1303,16.27,-474.16,-3.64,1977,14.92,-2238.78,-11.32,-2712.94,3280,95,-8.271158537,
0.03,0.16,299,25.75,-18.8,-0.63,477,23.69,-623.53,-13.07,-642.33,776,10,-8.277448454,
0.05,0.15,202,24.75,35.51,1.76,315,20.95,-465.66,-14.78,-430.15,517,25,-8.320116054,
0.04,0.16,292,23.63,228.37,7.82,436,18.12,-835.48,-19.16,-607.11,728,70,-8.339423077,
0.035,0.15,330,24.24,119.51,3.62,509,21.41,-819.33,-16.1,-699.82,839,15,-8.341120381,
0.02,0.16,583,22.3,-129.31,-2.22,905,21.1,-1112.08,-12.29,-1241.39,1488,15,-8.342674731,
0.015,0.16,823,21.02,-24.87,-0.3,1233,18.82,-1694.66,-13.74,-1719.53,2056,30,-8.363472763,
0.02,0.1,1781,14.71,-953.57,-5.35,2719,13.79,-2810.92,-10.34,-3764.49,4500,65,-8.365533333,
0.065,0.08,203,16.26,-246.16,-12.13,314,16.56,-186.78,-5.95,-432.94,517,85,-8.374081238,
0.04,0.08,719,15.86,-435.04,-6.05,1106,14.01,-1097.46,-9.92,-1532.5,1825,70,-8.397260274,
0.045,0.16,236,23.31,123.41,5.23,358,18.72,-622.56,-17.39,-499.15,594,65,-8.403198653,
0.03,0.08,1216,14.47,-890.77,-7.33,1879,13.62,-1716,-9.13,-2606.77,3095,55,-8.422520194,
0.025,0.06,851,17.39,-348.83,-4.1,1326,16.74,-1485.13,-11.2,-1833.96,2177,15,-8.42425356,
0.035,0.15,389,22.62,192.6,4.95,602,18.44,-1028.67,-17.09,-836.07,991,35,-8.436629667,
0.045,0.15,262,22.9,188.11,7.18,396,17.93,-743.64,-18.78,-555.53,658,65,-8.442705167,
0.025,0.06,522,20.31,-352.17,-6.75,833,19.69,-792.58,-9.51,-1144.75,1355,10,-8.448339483,
0.04,0.15,315,22.86,268.13,8.51,480,17.08,-940.88,-19.6,-672.75,795,95,-8.462264151,
0.035,0.16,349,23.5,156.72,4.49,541,19.59,-912.84,-16.87,-756.12,890,30,-8.495730337,
0.035,0.16,314,24.2,19.75,0.63,484,22.11,-698.37,-14.43,-678.62,798,15,-8.504010025,
0.03,0.06,829,17.01,-261.36,-3.15,1277,15.74,-1531.75,-11.99,-1793.11,2106,20,-8.514292498,
0.025,0.16,504,23.02,103.92,2.06,777,19.95,-1198.81,-15.43,-1094.89,1281,20,-8.547150664,
0.035,0.16,355,23.38,207.9,5.86,544,18.57,-976.86,-17.96,-768.96,899,40,-8.553503893,
0.04,0.16,258,24.42,-77.74,-3.01,390,23.33,-477.06,-12.23,-554.8,648,15,-8.561728395,
0.03,0.15,443,22.57,74.73,1.69,694,20.03,-1049.43,-15.12,-974.7,1137,20,-8.572559367,
0.02,0.1,1767,14.71,-983.66,-5.57,2687,13.81,-2845.37,-10.59,-3829.03,4454,60,-8.596834306,
0.045,0.06,271,22.14,-183.19,-6.76,414,21.74,-405.79,-9.8,-588.98,685,15,-8.598248175,
0.065,0.08,210,16.67,-161.12,-7.67,321,15.89,-296.78,-9.25,-457.9,531,95,-8.623352166,
0.06,0.08,249,17.67,-200.3,-8.04,384,17.19,-345.66,-9,-545.96,633,50,-8.624960506,
0.04,0.16,284,23.59,253.43,8.92,430,17.67,-870.42,-20.24,-616.99,714,85,-8.641316527,
0.02,0.14,904,17.92,-760.73,-8.42,1346,17.61,-1183.61,-8.79,-1944.34,2250,50,-8.641511111,
0.05,0.08,206,23.3,-135.06,-6.56,318,22.64,-318.11,-10,-453.17,524,15,-8.648282443,
0.045,0.06,637,14.91,-327.28,-5.14,962,13.62,-1057.16,-10.99,-1384.44,1599,95,-8.658161351,
0.045,0.16,248,25.4,204.99,8.27,362,19.34,-733.81,-20.27,-528.82,610,30,-8.669180328,
0.04,0.16,298,24.5,134.75,4.52,436,20.18,-771.22,-17.69,-636.47,734,25,-8.671253406,
0.045,0.15,259,22.39,140.05,5.41,393,17.81,-706.07,-17.97,-566.02,652,80,-8.681288344,
0.045,0.15,259,22.39,140.05,5.41,393,17.81,-706.07,-17.97,-566.02,652,75,-8.681288344,
0.04,0.08,224,24.11,-159.43,-7.12,356,24.44,-345,-9.69,-504.43,580,10,-8.697068966,
0.025,0.16,511,21.72,115.63,2.26,807,18.34,-1263.87,-15.66,-1148.24,1318,50,-8.71198786,
0.03,0.15,305,25.9,51.08,1.67,496,22.98,-749.43,-15.11,-698.35,801,10,-8.718476904,
0.02,0.1,1735,14.99,-751.21,-4.33,2643,13.81,-3067.34,-11.61,-3818.55,4378,55,-8.722133394,
0.03,0.06,390,22.31,-161.83,-4.15,622,20.9,-722.08,-11.61,-883.91,1012,10,-8.734288538,
0.05,0.14,244,21.31,112.24,4.6,375,17.87,-653.34,-17.42,-541.1,619,65,-8.741518578,
0.015,0.1,2405,14.22,-1539.05,-6.4,3629,13.59,-3736.02,-10.29,-5275.07,6034,65,-8.742243951,
0.045,0.15,258,22.09,118,4.57,391,17.9,-686.07,-17.55,-568.07,649,85,-8.753004622,
0.015,0.1,2426,14.18,-1576.58,-6.5,3645,13.55,-3737.53,-10.25,-5314.11,6071,70,-8.753269643,
0.02,0.1,1823,14.43,-1024.99,-5.62,2790,13.55,-3014.14,-10.8,-4039.13,4613,80,-8.755972252,
0.045,0.15,258,22.09,118,4.57,386,17.88,-682.15,-17.67,-564.15,644,90,-8.760093168,
0.055,0.06,305,16.39,-262.75,-8.61,515,15.92,-456.53,-8.86,-719.28,820,55,-8.771707317,
0.04,0.16,297,24.24,166.69,5.61,442,19.23,-815.9,-18.46,-649.21,739,30,-8.784979702,
0.04,0.15,323,23.84,231.39,7.16,480,18.54,-936.98,-19.52,-705.59,803,30,-8.786924035,
0.05,0.06,206,23.3,-135.06,-6.56,319,22.57,-328.11,-10.29,-463.17,525,15,-8.822285714,
0.045,0.15,277,23.83,217.67,7.86,404,18.32,-818.55,-20.26,-600.88,681,40,-8.82349486,
0.045,0.15,268,25.37,329.69,12.3,393,18.32,-914.77,-23.28,-585.08,661,30,-8.851437216,
0.04,0.06,224,24.11,-159.43,-7.12,357,24.37,-355,-9.94,-514.43,581,10,-8.854216867,
0.065,0.06,208,16.35,-166.29,-7.99,326,15.95,-306.78,-9.41,-473.07,534,85,-8.858988764,
0.02,0.1,1836,14.32,-1083.64,-5.9,2818,13.52,-3039.77,-10.79,-4123.41,4654,85,-8.859926945,
0.045,0.15,256,21.88,93.95,3.67,384,17.97,-662.15,-17.24,-568.2,640,95,-8.878125,
0.03,0.16,427,22.48,260.02,6.09,656,17.68,-1222.06,-18.63,-962.04,1083,60,-8.883102493,
0.04,0.16,302,23.84,214.37,7.1,457,18.38,-889.55,-19.46,-675.18,759,40,-8.895652174,
0.04,0.16,286,23.43,233.43,8.16,430,17.67,-870.42,-20.24,-636.99,716,80,-8.89650838,
0.06,0.06,258,17.05,-195.4,-7.57,406,16.5,-397.84,-9.8,-593.24,664,55,-8.934337349,
0.015,0.15,930,18.92,-546.39,-5.88,1377,17.86,-1517.63,-11.02,-2064.02,2307,60,-8.946770698,
0.015,0.15,939,18.85,-607.4,-6.47,1382,18.02,-1478.39,-10.7,-2085.79,2321,55,-8.986600603,
0.055,0.08,288,16.67,-300.14,-10.42,481,16.42,-391.35,-8.14,-691.49,769,50,-8.99206762,
0.035,0.16,353,22.66,132.9,3.76,541,18.48,-937.51,-17.33,-804.61,894,45,-9.000111857,
0.045,0.15,275,23.64,233.16,8.48,403,18.11,-843.52,-20.93,-610.36,678,45,-9.002359882,
0.03,0.16,435,22.3,157.67,3.62,669,18.39,-1152.42,-17.23,-994.75,1104,45,-9.010416667,
0.04,0.16,294,23.47,208.37,7.09,443,18.06,-875.45,-19.76,-667.08,737,65,-9.051289009,
0.025,0.08,1377,14.67,-1173.62,-8.52,2139,14.12,-2015.92,-9.42,-3189.54,3516,35,-9.071501706,
0.05,0.14,236,21.19,118.82,5.03,375,17.33,-673.65,-17.96,-554.83,611,80,-9.080687398,
0.04,0.15,329,23.1,265.14,8.06,496,17.54,-1020.77,-20.58,-755.63,825,55,-9.159151515,
0.05,0.14,237,21.1,134.7,5.68,373,17.16,-693.65,-18.6,-558.95,610,90,-9.163114754,
0.045,0.16,232,22.84,85.35,3.68,352,18.47,-620.78,-17.64,-535.43,584,80,-9.168321918,
0.05,0.14,239,20.92,88.82,3.72,380,17.63,-657.62,-17.31,-568.8,619,70,-9.18901454,
0.05,0.06,331,19.34,-68.66,-2.07,533,16.7,-725.62,-13.61,-794.28,864,30,-9.193055556,
0.04,0.16,290,23.1,193.43,6.67,432,17.82,-857.42,-19.85,-663.99,722,75,-9.196537396,
0.05,0.14,237,21.1,108.82,4.59,379,17.41,-675.63,-17.83,-566.81,616,75,-9.201461039,
0.065,0.08,197,16.75,-229.06,-11.63,303,16.83,-233.23,-7.7,-462.29,500,65,-9.2458,
0.045,0.16,231,22.51,63.3,2.74,350,18.57,-600.78,-17.17,-537.48,581,85,-9.250946644,
0.06,0.08,262,15.65,-389.13,-14.85,428,16.12,-249.56,-5.83,-638.69,690,90,-9.256376812,
0.015,0.1,2452,14.11,-1662.46,-6.78,3691,13.41,-4026.51,-10.91,-5688.97,6143,75,-9.260898584,
0.045,0.16,231,22.51,63.3,2.74,345,18.55,-596.86,-17.3,-533.56,576,90,-9.263194444,
0.04,0.15,315,22.86,268.13,8.51,480,16.88,-1004.98,-20.94,-736.85,795,90,-9.268553459,
0.055,0.08,279,17.92,-272.32,-9.76,450,17.33,-403.36,-8.96,-675.68,729,40,-9.268587106,
0.06,0.08,257,15.95,-339.13,-13.2,423,16.08,-292.15,-6.91,-631.28,680,85,-9.283529412,
0.06,0.06,256,17.58,-140.43,-5.49,396,16.67,-465.66,-11.76,-606.09,652,50,-9.295858896,
0.04,0.15,332,23.19,239.07,7.2,502,17.73,-1014.84,-20.22,-775.77,834,40,-9.301798561,
0.03,0.08,1264,14,-1218.11,-9.64,1954,13.46,-1777.28,-9.1,-2995.39,3218,65,-9.308234929,
0.045,0.16,250,24,158.46,6.34,366,18.85,-732.44,-20.01,-573.98,616,45,-9.317857143,
0.05,0.14,244,21.31,86.82,3.56,370,17.84,-660.81,-17.86,-573.99,614,60,-9.348371336,
0.05,0.14,244,21.31,86.82,3.56,370,17.84,-660.81,-17.86,-573.99,614,55,-9.348371336,
0.015,0.1,2472,14,-1766.6,-7.15,3707,13.35,-4011.1,-10.82,-5777.7,6179,80,-9.350542159,
0.03,0.08,1284,13.86,-1270.01,-9.89,1988,13.43,-1790.95,-9.01,-3060.96,3272,70,-9.355012225,
0.03,0.16,431,22.27,166.71,3.87,663,18.1,-1190.89,-17.96,-1024.18,1094,50,-9.36179159,
0.055,0.08,283,16.96,-316.99,-11.2,469,16.84,-387.67,-8.27,-704.66,752,45,-9.370478723,
0.02,0.15,628,21.5,-254.61,-4.05,970,20.52,-1243.39,-12.82,-1498,1598,15,-9.374217772,
0.025,0.16,517,21.66,33.78,0.65,800,18.5,-1268.51,-15.86,-1234.73,1317,45,-9.375322703,
0.015,0.1,2500,13.88,-1931.35,-7.73,3762,13.34,-3945.64,-10.49,-5876.99,6262,90,-9.385164484,
0.025,0.08,1462,14.36,-1302.56,-8.91,2261,13.89,-2192.69,-9.7,-3495.25,3723,40,-9.388262154,
0.045,0.16,229,22.27,39.25,1.71,343,18.66,-576.86,-16.82,-537.61,572,95,-9.398776224,
0.015,0.1,2476,13.97,-1806.6,-7.3,3710,13.34,-4010.57,-10.81,-5817.17,6186,85,-9.40376657,
0.045,0.16,254,24.02,122.97,4.84,367,19.07,-707.47,-19.28,-584.5,621,40,-9.412238325,
0.065,0.06,217,16.59,-101.25,-4.67,333,15.32,-416.78,-12.52,-518.03,550,95,-9.418727273,
0.015,0.15,912,18.53,-635.34,-6.97,1347,17.59,-1496.8,-11.11,-2132.14,2259,90,-9.438424081,
0.015,0.15,926,18.57,-660.94,-7.14,1363,17.75,-1501.11,-11.01,-2162.05,2289,70,-9.445391,
0.045,0.16,248,25,205.41,8.28,364,18.96,-783.84,-21.53,-578.43,612,35,-9.451470588,
0.045,0.16,233,22.75,75.35,3.23,353,18.41,-630.78,-17.87,-555.43,586,75,-9.478327645,
