date,home,away,over,under,player_name,batterid,team,pitcher,hr,pa,stand,p_throws
2024-05-18,Phillies,Nationals,0.091,0.962,Nick Senzel,669222,Nationals,650911,0,4,R,L
2024-05-18,Phillies,Nationals,0.143,0.9,Alec Bohm,664761,Phillies,669022,0,4,R,L
2024-05-18,Phillies,Nationals,0.154,0.889,Nick Castellanos,592206,Phillies,669022,0,4,R,L
2024-05-18,Phillies,Nationals,0.154,0.889,Joey Gallo,608336,Nationals,650911,0,4,L,L
2024-05-18,Phillies,Nationals,0.174,0.867,Bryce Harper,547180,Phillies,669022,0,5,L,L
2024-05-18,Phillies,Nationals,0.083,0.962,Cristian Pache,665506,Phillies,669022,0,2,R,L
2024-05-18,Phillies,Nationals,0.167,0.875,J.T. Realmuto,592663,Phillies,669022,0,5,R,L
2024-05-18,Phillies,Nationals,0.074,0.968,Johan Rojas,679032,Phillies,669022,0,4,R,L
2024-05-18,Phillies,Nationals,0.222,0.818,Kyle Schwarber,656941,Phillies,669022,0,5,L,L
2024-05-18,Phillies,Nationals,0.121,0.923,Edmundo Sosa,624641,Phillies,669022,0,2,R,L
2024-05-18,Phillies,Nationals,0.077,0.968,Bryson Stott,681082,Phillies,669022,1,4,L,L
2024-05-18,Phillies,Nationals,0.091,0.952,CJ Abrams,682928,Nationals,650911,0,5,L,L
2024-05-18,Phillies,Nationals,0.077,0.968,Jesse Winker,608385,Nationals,650911,0,4,L,L
2024-05-18,Phillies,Nationals,0.118,0.923,Riley Adams,656180,Nationals,650911,0,4,R,L
2024-05-18,Phillies,Nationals,0.114,0.933,Joey Meneses,608841,Nationals,650911,0,5,R,L
2024-05-18,Phillies,Nationals,0.071,0.968,Victor Robles,645302,Nationals,650911,0,3,R,L
2024-05-18,Phillies,Nationals,0.053,0.99,Jacob Young,696285,Nationals,650911,0,4,R,L
2024-05-19,Orioles,Mariners,0.121,0.923,Dominic Canzone,686527,Mariners,669203,0,3,L,R
2024-05-19,Orioles,Mariners,0.114,0.933,Colton Cowser,681297,Orioles,669923,0,4,L,R
2024-05-19,Orioles,Mariners,0.105,0.941,Austin Hays,669720,Orioles,669923,0,4,R,R
2024-05-19,Orioles,Mariners,0.182,0.867,Gunnar Henderson,683002,Orioles,669923,1,4,L,R
2024-05-19,Orioles,Mariners,0.091,0.952,Jorge Mateo,622761,Orioles,669923,0,4,R,R
2024-05-19,Orioles,Mariners,0.125,0.917,Ryan Mountcastle,663624,Orioles,669923,0,4,R,R
2024-05-19,Orioles,Mariners,0.114,0.933,Cedric Mullins,656775,Orioles,669923,0,4,L,R
2024-05-19,Orioles,Mariners,0.074,0.968,Josh Rojas,668942,Mariners,669203,0,4,L,R
2024-05-19,Orioles,Mariners,0.154,0.889,Jordan Westburg,676059,Orioles,669923,0,4,R,R
2024-05-19,Orioles,Mariners,0.087,0.962,Seby Zavala,664874,Mariners,669203,0,3,R,R
2024-05-19,Orioles,Mariners,0.129,0.917,Ryan O'Hearn,656811,Orioles,669923,1,4,L,R
2024-05-19,Orioles,Mariners,0.091,0.952,James McCann,543510,Orioles,669923,0,4,R,R
2024-05-19,Orioles,Mariners,0.133,0.909,Mitch Haniger,571745,Mariners,669203,0,4,R,R
2024-05-19,Orioles,Mariners,0.118,0.923,Dylan Moore,664238,Mariners,669203,0,4,R,R
2024-05-19,Orioles,Mariners,0.174,0.875,Cal Raleigh,663728,Mariners,669203,0,4,L,R
2024-05-19,Orioles,Mariners,0.148,0.889,Julio Rodriguez,677594,Mariners,669203,0,4,R,R
2024-05-19,Orioles,Mariners,0.114,0.933,Luke Raley,670042,Mariners,669203,0,4,L,R
2024-05-19,Yankees,White Sox,0.182,0.867,Eloy Jimenez,650391,White Sox,607074,0,4,R,L
2024-05-19,Yankees,White Sox,0.095,0.952,Danny Mendick,664901,White Sox,607074,0,3,R,L
2024-05-19,Yankees,White Sox,0.087,0.962,Zach Remillard,621545,White Sox,607074,0,4,R,L
2024-05-19,Yankees,White Sox,0.167,0.875,Andrew Vaughn,683734,White Sox,607074,0,4,R,L
2024-05-19,Yankees,White Sox,0.114,0.933,Alex Verdugo,657077,Yankees,623167,0,4,L,R
2024-05-19,Yankees,White Sox,0.16,0.882,Tommy Pham,502054,White Sox,607074,0,4,R,L
2024-05-19,Yankees,White Sox,0.143,0.9,Corey Julks,667452,White Sox,607074,1,4,R,L
2024-05-19,Yankees,White Sox,0.121,0.923,Korey Lee,686676,White Sox,607074,0,4,R,L
2024-05-19,Yankees,White Sox,0.118,0.923,Martin Maldonado,455117,White Sox,607074,0,4,R,L
2024-05-19,Yankees,White Sox,0.077,0.968,Jon Berti,542932,Yankees,623167,1,3,R,R
2024-05-19,Yankees,White Sox,0.345,0.692,Aaron Judge,592450,Yankees,623167,1,4,R,R
2024-05-19,Yankees,White Sox,0.138,0.909,Anthony Rizzo,519203,Yankees,623167,0,4,L,R
2024-05-19,Yankees,White Sox,0.256,0.789,Giancarlo Stanton,519317,Yankees,623167,0,4,R,R
2024-05-19,Yankees,White Sox,0.133,0.909,Gleyber Torres,650402,Yankees,623167,0,4,R,R
2024-05-19,Yankees,White Sox,0.108,0.933,Jose Trevino,624431,Yankees,623167,0,4,R,R
2024-05-19,Yankees,White Sox,0.154,0.889,Anthony Volpe,683011,Yankees,623167,0,4,R,R
2024-05-19,Yankees,White Sox,0.154,0.889,Paul DeJong,657557,White Sox,607074,0,4,R,L
2024-05-19,Yankees,White Sox,0.231,0.818,Juan Soto,665742,Yankees,623167,0,4,L,R
2024-05-19,Astros,Brewers,0.211,0.833,William Contreras,661388,Brewers,681293,0,5,R,R
2024-05-19,Astros,Brewers,0.154,0.889,Jose Altuve,514888,Astros,607067,1,5,R,R
2024-05-19,Astros,Brewers,0.263,0.778,Yordan Alvarez,670541,Astros,607067,0,5,L,R
2024-05-19,Astros,Brewers,0.143,0.9,Alex Bregman,608324,Astros,607067,0,5,R,R
2024-05-19,Astros,Brewers,0.154,0.889,Joey Loperfido,694388,Astros,607067,0,4,L,R
2024-05-19,Astros,Brewers,0.125,0.917,Jake Meyers,676694,Astros,607067,0,5,R,R
2024-05-19,Astros,Brewers,0.114,0.933,Jeremy Pena,665161,Astros,607067,0,5,R,R
2024-05-19,Astros,Brewers,0.211,0.833,Kyle Tucker,663656,Astros,607067,1,5,L,R
2024-05-19,Astros,Brewers,0.19,0.867,Willy Adames,642715,Brewers,681293,0,4,R,R
2024-05-19,Astros,Brewers,0.133,0.917,Victor Caratini,605170,Astros,607067,0,5,L,R
2024-05-19,Astros,Brewers,0.105,0.941,Jackson Chourio,694192,Brewers,681293,0,4,R,R
2024-05-19,Astros,Brewers,0.069,0.98,Sal Frelick,686217,Brewers,681293,0,4,L,R
2024-05-19,Astros,Brewers,0.067,0.98,Brice Turang,668930,Brewers,681293,0,5,L,R
2024-05-19,Astros,Brewers,0.154,0.889,Christian Yelich,592885,Brewers,681293,0,4,L,R
2024-05-19,Astros,Brewers,0.148,0.9,Jake Bauers,641343,Brewers,681293,0,5,L,R
2024-05-19,Astros,Brewers,0.069,0.98,Blake Perkins,663368,Brewers,681293,0,4,L,R
2024-05-19,Astros,Brewers,0.121,0.923,Joey Ortiz,687401,Brewers,681293,0,4,R,R
2024-05-19,Braves,Padres,0.222,0.818,Ronald Acuna,660670,Braves,506433,0,4,R,R
2024-05-19,Braves,Padres,0.211,0.846,Ozzie Albies,645277,Braves,506433,0,4,L,R
2024-05-19,Braves,Padres,0.125,0.917,Orlando Arcia,606115,Braves,506433,0,3,R,R
2024-05-19,Braves,Padres,0.16,0.889,Michael Harris II,671739,Braves,506433,0,3,L,R
2024-05-19,Braves,Padres,0.267,0.778,Matt Olson,621566,Braves,506433,0,3,L,R
2024-05-19,Braves,Padres,0.263,0.778,Marcell Ozuna,542303,Braves,506433,0,4,R,R
2024-05-19,Braves,Padres,0.121,0.923,Chadwick Tromp,644433,Braves,506433,0,3,R,R
2024-05-19,Braves,Padres,0.114,0.933,Xander Bogaerts,593428,Padres,693821,0,5,R,R
2024-05-19,Braves,Padres,0.114,0.933,Zack Short,670097,Braves,506433,0,3,R,R
2024-05-19,Braves,Padres,0.077,0.968,Luis Arraez,650333,Padres,693821,0,6,L,R
2024-05-19,Braves,Padres,0.105,0.941,Luis Campusano,669134,Padres,693821,1,5,R,R
2024-05-19,Braves,Padres,0.133,0.909,Jake Cronenworth,630105,Padres,693821,1,5,L,R
2024-05-19,Braves,Padres,0.087,0.962,Ha-Seong Kim,673490,Padres,693821,1,5,R,R
2024-05-19,Braves,Padres,0.167,0.875,Manny Machado,592518,Padres,693821,0,4,R,R
2024-05-19,Braves,Padres,0.138,0.909,Jackson Merrill,701538,Padres,693821,0,5,L,R
2024-05-19,Braves,Padres,0.133,0.909,Jurickson Profar,595777,Padres,693821,0,5,L,R
2024-05-19,Braves,Padres,0.19,0.857,Fernando Tatis,665487,Padres,693821,0,5,R,R
2024-05-19,Braves,Padres,0.129,0.917,Jarred Kelenic,672284,Braves,506433,0,3,L,R
2024-05-19,Cubs,Pirates,0.077,0.968,Miguel Amaya,665804,Cubs,656605,0,3,R,R
2024-05-19,Cubs,Pirates,0.108,0.933,Ian Happ,664023,Cubs,656605,0,4,L,R
2024-05-19,Cubs,Pirates,0.095,0.952,Yasmani Grandal,518735,Pirates,592791,0,4,R,R
2024-05-19,Cubs,Pirates,0.138,0.909,Christopher Morel,666624,Cubs,656605,0,4,R,R
2024-05-19,Cubs,Pirates,0.114,0.933,Seiya Suzuki,673548,Cubs,656605,0,4,R,R
2024-05-19,Cubs,Pirates,0.114,0.933,Connor Joe,656582,Pirates,592791,0,5,R,R
2024-05-19,Cubs,Pirates,0.133,0.909,Cody Bellinger,641355,Cubs,656605,0,4,L,R
2024-05-19,Cubs,Pirates,0.091,0.952,Michael Busch,683737,Cubs,656605,0,4,L,R
2024-05-19,Cubs,Pirates,0.148,0.9,Andrew McCutchen,457705,Pirates,592791,0,5,R,R
2024-05-19,Cubs,Pirates,0.114,0.933,Rowdy Tellez,642133,Pirates,592791,0,4,L,R
2024-05-19,Cubs,Pirates,0.16,0.882,Oneil Cruz,665833,Pirates,592791,0,5,L,R
2024-05-19,Cubs,Pirates,0.095,0.952,Nick Gonzales,693304,Pirates,592791,0,5,R,R
2024-05-19,Cubs,Pirates,0.129,0.917,Bryan Reynolds,668804,Pirates,592791,0,5,R,R
2024-05-19,Cubs,Pirates,0.143,0.9,Jack Suwinski,669261,Pirates,592791,1,5,L,R
2024-05-19,Cubs,Pirates,0.08,0.968,Jared Triolo,669707,Pirates,592791,0,4,R,R
2024-05-19,Cubs,Pirates,0.087,0.962,Mike Tauchman,643565,Cubs,656605,0,4,L,R
2024-05-19,Diamondbacks,Tigers,0.114,0.933,Blaze Alexander,677942,Diamondbacks,666159,0,4,R,R
2024-05-19,Diamondbacks,Tigers,0.143,0.9,Corbin Carroll,682998,Diamondbacks,666159,0,5,L,R
2024-05-19,Diamondbacks,Tigers,0.125,0.917,Carson Kelly,608348,Tigers,656756,0,2,R,L
2024-05-19,Diamondbacks,Tigers,0.174,0.867,Ketel Marte,606466,Diamondbacks,666159,0,6,L,R
2024-05-19,Diamondbacks,Tigers,0.129,0.917,Pavin Smith,656976,Diamondbacks,666159,0,4,L,R
2024-05-19,Diamondbacks,Tigers,0.19,0.857,Christian Walker,572233,Diamondbacks,666159,0,4,R,R
2024-05-19,Diamondbacks,Tigers,0.129,0.917,Javier Baez,595879,Tigers,656756,0,4,R,L
2024-05-19,Diamondbacks,Tigers,0.069,0.98,Tucker Barnhart,571466,Diamondbacks,666159,0,4,L,R
2024-05-19,Diamondbacks,Tigers,0.114,0.933,Riley Greene,682985,Tigers,656756,0,4,L,L
2024-05-19,Diamondbacks,Tigers,0.108,0.941,Wenceel Perez,672761,Tigers,656756,0,4,L,L
2024-05-19,Diamondbacks,Tigers,0.19,0.857,Spencer Torkelson,679529,Tigers,656756,1,4,R,L
2024-05-19,Diamondbacks,Tigers,0.129,0.917,Mark Canha,592192,Tigers,656756,0,4,R,L
2024-05-19,Diamondbacks,Tigers,0.103,0.941,Gio Urshela,570482,Tigers,656756,0,4,R,L
2024-05-19,Diamondbacks,Tigers,0.105,0.941,Matt Vierling,663837,Tigers,656756,0,4,R,L
2024-05-19,Diamondbacks,Tigers,0.217,0.833,Joc Pederson,592626,Diamondbacks,666159,0,3,L,R
2024-05-19,Diamondbacks,Tigers,0.167,0.875,Lourdes Gurriel,666971,Diamondbacks,666159,0,4,R,R
2024-05-19,Diamondbacks,Tigers,0.148,0.9,Andy Ibanez,628451,Tigers,656756,0,3,R,L
2024-05-19,Cardinals,Red Sox,0.091,0.952,Vaughn Grissom,687093,Red Sox,669461,0,5,R,L
2024-05-19,Cardinals,Red Sox,0.211,0.833,Rafael Devers,646240,Red Sox,669461,1,4,L,L
2024-05-19,Cardinals,Red Sox,0.121,0.923,Jarren Duran,680776,Red Sox,669461,0,5,L,L
2024-05-19,Cardinals,Red Sox,0.121,0.923,Romy Gonzalez,663853,Red Sox,669461,0,2,R,L
2024-05-19,Cardinals,Red Sox,0.108,0.941,Ceddanne Rafaela,678882,Red Sox,669461,0,4,R,L
2024-05-19,Cardinals,Red Sox,0.114,0.923,Rob Refsnyder,608701,Red Sox,669461,0,5,R,L
2024-05-19,Cardinals,Red Sox,0.133,0.917,Connor Wong,657136,Red Sox,669461,0,5,R,L
2024-05-19,Cardinals,Red Sox,0.08,0.962,Michael Siani,672279,Cardinals,601713,0,2,L,R
2024-05-19,Cardinals,Red Sox,0.143,0.9,Garrett Cooper,643265,Red Sox,669461,0,2,R,L
2024-05-19,Cardinals,Red Sox,0.2,0.846,Matt Carpenter,572761,Cardinals,601713,0,3,L,R
2024-05-19,Cardinals,Red Sox,0.138,0.909,Brandon Crawford,543063,Cardinals,601713,0,3,L,R
2024-05-19,Cardinals,Red Sox,0.174,0.867,Nolan Arenado,571448,Cardinals,601713,0,3,R,R
2024-05-19,Cardinals,Red Sox,0.148,0.9,Alec Burleson,676475,Cardinals,601713,0,4,L,R
2024-05-19,Cardinals,Red Sox,0.133,0.909,Brendan Donovan,680977,Cardinals,601713,0,4,L,R
2024-05-19,Cardinals,Red Sox,0.182,0.867,Paul Goldschmidt,502671,Cardinals,601713,0,4,R,R
2024-05-19,Cardinals,Red Sox,0.133,0.909,Lars Nootbaar,663457,Cardinals,601713,1,4,L,R
2024-05-19,Cardinals,Red Sox,0.211,0.846,Tyler O'Neill,641933,Red Sox,669461,1,5,R,L
2024-05-19,Guardians,Twins,0.114,0.933,Gabriel Arias,672356,Guardians,663978,0,3,R,R
2024-05-19,Guardians,Twins,0.105,0.941,Will Brennan,686823,Guardians,663978,1,4,L,R
2024-05-19,Guardians,Twins,0.105,0.941,Tyler Freeman,671289,Guardians,663978,0,4,R,R
2024-05-19,Guardians,Twins,0.103,0.941,Andres Gimenez,665926,Guardians,663978,1,4,L,R
2024-05-19,Guardians,Twins,0.071,0.968,Austin Hedges,595978,Guardians,663978,0,3,R,R
2024-05-19,Guardians,Twins,0.16,0.882,Josh Naylor,647304,Guardians,663978,0,4,L,R
2024-05-19,Guardians,Twins,0.174,0.867,Jose Ramirez,608070,Guardians,663978,0,4,L,R
2024-05-19,Guardians,Twins,0.074,0.968,Brayan Rocchio,677587,Guardians,663978,0,3,L,R
2024-05-19,Guardians,Twins,0.125,0.917,Willi Castro,650489,Twins,676440,0,4,L,R
2024-05-19,Guardians,Twins,0.182,0.867,Carlos Correa,621043,Twins,676440,0,4,R,R
2024-05-19,Guardians,Twins,0.16,0.882,Ryan Jeffers,680777,Twins,676440,0,4,R,R
2024-05-19,Guardians,Twins,0.148,0.9,Edouard Julien,666397,Twins,676440,0,4,L,R
2024-05-19,Guardians,Twins,0.19,0.857,Max Kepler,596146,Twins,676440,0,4,L,R
2024-05-19,Guardians,Twins,0.138,0.909,Alex Kirilloff,666135,Twins,676440,0,4,L,R
2024-05-19,Guardians,Twins,0.174,0.867,Trevor Larnach,663616,Twins,676440,0,4,L,R
2024-05-19,Guardians,Twins,0.118,0.923,Jose Miranda,669304,Twins,676440,1,3,R,R
2024-05-19,Guardians,Twins,0.111,0.933,Estevan Florial,664314,Guardians,663978,0,3,L,R
2024-05-19,Guardians,Twins,0.143,0.909,Carlos Santana,467793,Twins,676440,0,4,L,R
2024-05-19,Rangers,Angels,0.105,0.941,Cole Tucker,657061,Angels,547179,0,4,R,R
2024-05-19,Rangers,Angels,0.108,0.933,Robbie Grossman,543257,Rangers,667755,0,4,L,R
2024-05-19,Rangers,Angels,0.148,0.9,Jo Adell,666176,Angels,547179,0,4,R,R
2024-05-19,Rangers,Angels,0.154,0.889,Zach Neto,687263,Angels,547179,0,4,R,R
2024-05-19,Rangers,Angels,0.087,0.962,Kyren Paris,677347,Angels,547179,0,2,R,R
2024-05-19,Rangers,Angels,0.138,0.909,Luis Rengifo,650859,Angels,547179,0,4,R,R
2024-05-19,Rangers,Angels,0.143,0.9,Matt Thaiss,642136,Angels,547179,0,4,L,R
2024-05-19,Rangers,Angels,0.154,0.889,Taylor Ward,621493,Angels,547179,0,4,R,R
2024-05-19,Rangers,Angels,0.057,0.99,Travis Jankowski,608671,Rangers,667755,0,4,L,R
2024-05-19,Rangers,Angels,0.174,0.867,Mickey Moniak,666160,Angels,547179,0,4,L,R
