date,home,away,over,under,player_name,batterid,team,pitcher,hr,pa,stand,p_throws
2024-07-27,Mets,Braves,0.067,0.98,Jose Iglesias,578428,Mets,680885,0,3,R,R
2024-07-27,Mets,Braves,0.167,0.875,Pete Alonso,624413,Mets,680885,0,4,R,R
2024-07-27,Mets,Braves,0.182,0.867,Francisco Lindor,596019,Mets,680885,0,4,L,R
2024-07-27,Mets,Braves,0.1,0.941,Jeff McNeil,643446,Mets,680885,0,3,L,R
2024-07-27,Mets,Braves,0.154,0.889,Brandon Nimmo,607043,Mets,680885,0,4,L,R
2024-07-27,Mets,Braves,0.154,0.889,Mark Vientos,668901,Mets,680885,0,3,R,R
2024-07-27,Mets,Braves,0.138,0.909,Sean Murphy,669221,Braves,656731,0,4,R,R
2024-07-27,Mets,Braves,0.143,0.9,Jarred Kelenic,672284,Braves,656731,0,5,L,R
2024-07-27,Mets,Braves,0.087,0.962,Luis Torrens,620443,Mets,680885,0,3,R,R
2024-07-27,Royals,Cubs,0.121,0.923,Dansby Swanson,621020,Cubs,607625,0,4,R,R
2024-07-27,Royals,Cubs,0.083,0.962,Miguel Amaya,665804,Cubs,607625,0,4,R,R
2024-07-27,Royals,Cubs,0.065,0.98,Pete Crow-Armstrong,691718,Cubs,607625,0,2,L,R
2024-07-27,Royals,Cubs,0.114,0.933,Ian Happ,664023,Cubs,607625,0,5,L,R
2024-07-27,Royals,Cubs,0.057,0.99,Nico Hoerner,663538,Cubs,607625,0,5,R,R
2024-07-27,Royals,Cubs,0.16,0.882,Christopher Morel,666624,Cubs,607625,0,4,R,R
2024-07-27,Royals,Cubs,0.148,0.889,Seiya Suzuki,673548,Cubs,607625,1,5,R,R
2024-07-27,Royals,Cubs,0.08,0.962,Garrett Hampson,641658,Royals,684007,0,4,R,L
2024-07-27,Royals,Cubs,0.091,0.952,Dairon Blanco,680118,Royals,684007,0,2,R,L
2024-07-27,Royals,Cubs,0.133,0.917,Freddy Fermin,666023,Royals,684007,0,4,R,L
2024-07-27,Royals,Cubs,0.083,0.962,Maikel Garcia,672580,Royals,684007,0,4,R,L
2024-07-27,Royals,Cubs,0.095,0.952,Nick Loftin,679845,Royals,684007,0,4,R,L
2024-07-27,Royals,Cubs,0.129,0.917,Vinnie Pasquantino,686469,Royals,684007,0,4,L,L
2024-07-27,Royals,Cubs,0.231,0.818,Salvador Perez,521692,Royals,684007,0,4,R,L
2024-07-27,Royals,Cubs,0.2,0.846,Bobby Witt,677951,Royals,684007,0,4,R,L
2024-07-27,Royals,Cubs,0.108,0.941,Michael Busch,683737,Cubs,607625,0,5,L,R
2024-07-27,Royals,Cubs,0.19,0.857,Hunter Renfroe,592669,Royals,684007,1,4,R,L
2024-07-27,Royals,Cubs,0.077,0.968,Mike Tauchman,643565,Cubs,607625,0,4,L,R
2024-07-27,Diamondbacks,Pirates,0.083,0.962,Corbin Carroll,682998,Diamondbacks,594835,1,4,L,L
2024-07-27,Diamondbacks,Pirates,0.2,0.846,Ketel Marte,606466,Diamondbacks,594835,1,5,L,L
2024-07-27,Diamondbacks,Pirates,0.074,0.968,Jake McCarthy,664983,Diamondbacks,594835,0,5,L,L
2024-07-27,Diamondbacks,Pirates,0.053,0.99,Geraldo Perdomo,672695,Diamondbacks,594835,0,4,L,L
2024-07-27,Diamondbacks,Pirates,0.211,0.846,Christian Walker,572233,Diamondbacks,594835,0,5,R,L
2024-07-27,Diamondbacks,Pirates,0.154,0.889,Randal Grichuk,545341,Diamondbacks,594835,0,3,R,L
2024-07-27,Diamondbacks,Pirates,0.114,0.933,Connor Joe,656582,Pirates,694297,0,4,R,R
2024-07-27,Diamondbacks,Pirates,0.138,0.909,Andrew McCutchen,457705,Pirates,694297,0,4,R,R
2024-07-27,Diamondbacks,Pirates,0.062,0.98,Ji Hwan Bae,678225,Pirates,694297,0,4,L,R
2024-07-27,Diamondbacks,Pirates,0.19,0.857,Oneil Cruz,665833,Pirates,694297,1,4,L,R
2024-07-27,Diamondbacks,Pirates,0.114,0.933,Joey Bart,663698,Pirates,694297,0,4,R,R
2024-07-27,Diamondbacks,Pirates,0.1,0.941,Nick Gonzales,693304,Pirates,694297,0,3,R,R
2024-07-27,Diamondbacks,Pirates,0.083,0.962,Ke'Bryan Hayes,663647,Pirates,694297,0,4,R,R
2024-07-27,Diamondbacks,Pirates,0.16,0.882,Eugenio Suarez,553993,Diamondbacks,594835,0,5,R,L
2024-07-27,Diamondbacks,Pirates,0.148,0.9,Lourdes Gurriel,666971,Diamondbacks,594835,0,5,R,L
2024-07-27,Diamondbacks,Pirates,0.118,0.923,Gabriel Moreno,672515,Diamondbacks,594835,0,5,R,L
2024-07-27,Red Sox,Yankees,0.19,0.857,Rafael Devers,646240,Red Sox,573186,0,5,L,R
2024-07-27,Red Sox,Yankees,0.133,0.909,Jarren Duran,680776,Red Sox,573186,0,6,L,R
2024-07-27,Red Sox,Yankees,0.083,0.962,David Hamilton,666152,Red Sox,573186,0,5,L,R
2024-07-27,Red Sox,Yankees,0.1,0.941,Ceddanne Rafaela,678882,Red Sox,573186,0,5,R,R
2024-07-27,Red Sox,Yankees,0.114,0.933,Alex Verdugo,657077,Yankees,676710,0,6,L,R
2024-07-27,Red Sox,Yankees,0.087,0.962,Connor Wong,657136,Red Sox,573186,0,5,R,R
2024-07-27,Red Sox,Yankees,0.154,0.889,Wilyer Abreu,677800,Red Sox,573186,1,6,L,R
2024-07-27,Red Sox,Yankees,0.118,0.923,Dominic Smith,642086,Red Sox,573186,0,5,L,R
2024-07-27,Red Sox,Yankees,0.083,0.962,Oswaldo Cabrera,665828,Yankees,676710,1,5,L,R
2024-07-27,Red Sox,Yankees,0.323,0.714,Aaron Judge,592450,Yankees,676710,1,6,R,R
2024-07-27,Red Sox,Yankees,0.148,0.9,Ben Rice,700250,Yankees,676710,0,5,L,R
2024-07-27,Red Sox,Yankees,0.121,0.923,Gleyber Torres,650402,Yankees,676710,0,6,R,R
2024-07-27,Red Sox,Yankees,0.087,0.962,Anthony Volpe,683011,Yankees,676710,0,5,R,R
2024-07-27,Red Sox,Yankees,0.154,0.889,Austin Wells,669224,Yankees,676710,0,6,L,R
2024-07-27,Red Sox,Yankees,0.125,0.917,Trent Grisham,663757,Yankees,676710,0,5,L,R
2024-07-27,Red Sox,Yankees,0.16,0.889,Tyler O'Neill,641933,Red Sox,573186,1,5,R,R
2024-07-27,Red Sox,Yankees,0.217,0.818,Juan Soto,665742,Yankees,676710,1,6,L,R
2024-07-27,Red Sox,Yankees,0.095,0.952,Masataka Yoshida,807799,Red Sox,573186,0,6,L,R
2024-07-27,Phillies,Guardians,0.105,0.941,Will Brennan,686823,Guardians,663969,0,3,L,R
2024-07-27,Phillies,Guardians,0.16,0.882,David Fry,681807,Guardians,663969,0,3,R,R
2024-07-27,Phillies,Guardians,0.087,0.962,Andres Gimenez,665926,Guardians,663969,0,3,L,R
2024-07-27,Phillies,Guardians,0.074,0.968,Austin Hedges,595978,Guardians,663969,0,3,R,R
2024-07-27,Phillies,Guardians,0.087,0.962,Steven Kwan,680757,Guardians,663969,0,3,L,R
2024-07-27,Phillies,Guardians,0.2,0.846,Jhonkensy Noel,678877,Guardians,663969,0,3,R,R
2024-07-27,Phillies,Guardians,0.19,0.857,Jose Ramirez,608070,Guardians,663969,0,3,L,R
2024-07-27,Phillies,Guardians,0.121,0.923,Daniel Schneemann,682177,Guardians,663969,0,3,L,R
2024-07-27,Phillies,Guardians,0.125,0.923,Brandon Marsh,669016,Phillies,471911,1,4,L,R
2024-07-27,Phillies,Guardians,0.2,0.846,Trea Turner,607208,Phillies,471911,0,5,R,R
2024-07-27,Phillies,Guardians,0.148,0.9,Alec Bohm,664761,Phillies,471911,0,3,R,R
2024-07-27,Phillies,Guardians,0.16,0.882,Nick Castellanos,592206,Phillies,471911,1,3,R,R
2024-07-27,Phillies,Guardians,0.211,0.833,Bryce Harper,547180,Phillies,471911,1,4,L,R
2024-07-27,Phillies,Guardians,0.182,0.867,J.T. Realmuto,592663,Phillies,471911,0,4,R,R
2024-07-27,Phillies,Guardians,0.267,0.778,Kyle Schwarber,656941,Phillies,471911,1,5,L,R
2024-07-27,Phillies,Guardians,0.095,0.952,Bryson Stott,681082,Phillies,471911,0,4,L,R
2024-07-27,Angels,Athletics,0.154,0.889,Tyler Nevin,663527,Athletics,542881,0,4,R,L
2024-07-27,Angels,Athletics,0.129,0.917,Brandon Drury,592273,Angels,687765,0,4,R,R
2024-07-27,Angels,Athletics,0.154,0.889,Daz Cameron,663662,Athletics,542881,0,4,R,L
2024-07-27,Angels,Athletics,0.154,0.889,Jo Adell,666176,Angels,687765,0,3,R,R
2024-07-27,Angels,Athletics,0.154,0.889,Zach Neto,687263,Angels,687765,0,3,R,R
2024-07-27,Angels,Athletics,0.118,0.923,Luis Rengifo,650859,Angels,687765,0,4,R,R
2024-07-27,Angels,Athletics,0.16,0.882,Taylor Ward,621493,Angels,687765,0,4,R,R
2024-07-27,Angels,Athletics,0.148,0.889,Miguel Andujar,609280,Athletics,542881,0,4,R,L
2024-07-27,Angels,Athletics,0.174,0.867,Lawrence Butler,671732,Athletics,542881,0,4,L,L
2024-07-27,Angels,Athletics,0.222,0.818,Shea Langeliers,669127,Athletics,542881,1,4,R,L
2024-07-27,Angels,Athletics,0.103,0.941,Max Schuemann,680474,Athletics,542881,0,4,R,L
2024-07-27,Angels,Athletics,0.217,0.833,Mickey Moniak,666160,Angels,687765,0,4,L,R
2024-07-27,Angels,Athletics,0.19,0.867,Logan O'Hoppe,681351,Angels,687765,0,4,R,R
2024-07-27,Angels,Athletics,0.148,0.9,Willie Calhoun,641432,Angels,687765,0,4,L,R
2024-07-27,Angels,Athletics,0.2,0.846,Brent Rooker,667670,Athletics,542881,0,4,R,L
2024-07-27,Angels,Athletics,0.121,0.923,Abraham Toro,647351,Athletics,542881,0,4,L,L
2024-07-27,Angels,Athletics,0.143,0.9,Brett Harris,695391,Athletics,542881,0,4,R,L
2024-07-27,Angels,Athletics,0.105,0.941,Nolan Schanuel,694384,Angels,687765,1,4,L,R
2024-07-27,Rays,Reds,0.154,0.889,Will Benson,666181,Reds,641793,0,4,L,R
2024-07-27,Rays,Reds,0.16,0.882,Elly De La Cruz,682829,Reds,641793,0,4,R,R
2024-07-27,Rays,Reds,0.118,0.923,Jake Fraley,641584,Reds,641793,0,3,L,R
2024-07-27,Rays,Reds,0.121,0.923,TJ Friedl,670770,Reds,641793,0,4,L,R
2024-07-27,Rays,Reds,0.125,0.917,Jonathan India,663697,Reds,641793,0,4,R,R
2024-07-27,Rays,Reds,0.114,0.933,Amed Rosario,642708,Rays,671096,0,3,R,L
2024-07-27,Rays,Reds,0.138,0.909,Tyler Stephenson,663886,Reds,641793,0,3,R,R
2024-07-27,Rays,Reds,0.174,0.867,Jeimer Candelario,600869,Reds,641793,0,4,R,R
2024-07-27,Rays,Reds,0.138,0.909,Jose Siri,642350,Rays,671096,0,4,R,L
2024-07-27,Rays,Reds,0.143,0.909,Jonny DeLuca,676356,Rays,671096,0,4,R,L
2024-07-27,Rays,Reds,0.148,0.9,Alex Jackson,656577,Rays,671096,1,3,R,L
2024-07-27,Rays,Reds,0.16,0.882,Spencer Steer,668715,Reds,641793,0,4,R,R
2024-07-27,Rays,Reds,0.087,0.962,Jose Caballero,676609,Rays,671096,0,4,R,L
2024-07-27,Rays,Reds,0.105,0.941,Noelvi Marte,682622,Reds,641793,0,3,R,R
2024-07-27,Rays,Reds,0.154,0.889,Yandy Diaz,650490,Rays,671096,1,4,R,L
2024-07-27,Rays,Reds,0.174,0.867,Brandon Lowe,664040,Rays,671096,0,4,L,L
2024-07-27,Rays,Reds,0.121,0.923,Curtis Mead,678554,Rays,671096,0,2,R,L
2024-07-27,Rays,Reds,0.154,0.889,Isaac Paredes,670623,Rays,671096,0,4,R,L
2024-07-27,Tigers,Twins,0.091,0.952,Javier Baez,595879,Tigers,657746,1,3,R,R
2024-07-27,Tigers,Twins,0.074,0.968,Willi Castro,650489,Twins,669373,0,4,L,L
2024-07-27,Tigers,Twins,0.091,0.952,Colt Keith,690993,Tigers,657746,1,4,L,R
2024-07-27,Tigers,Twins,0.074,0.968,Wenceel Perez,672761,Tigers,657746,0,4,L,R
2024-07-27,Tigers,Twins,0.108,0.933,Jake Rogers,668670,Tigers,657746,0,4,R,R
2024-07-27,Tigers,Twins,0.16,0.882,Byron Buxton,621439,Twins,669373,0,4,R,L
2024-07-27,Tigers,Twins,0.103,0.941,Mark Canha,592192,Tigers,657746,0,4,R,R
2024-07-27,Tigers,Twins,0.105,0.941,Ryan Jeffers,680777,Twins,669373,0,4,R,L
2024-07-27,Tigers,Twins,0.121,0.923,Royce Lewis,668904,Twins,669373,1,4,R,L
2024-07-27,Tigers,Twins,0.118,0.923,Jose Miranda,669304,Twins,669373,0,4,R,L
2024-07-27,Tigers,Twins,0.071,0.968,Gio Urshela,570482,Tigers,657746,0,4,R,R
2024-07-27,Tigers,Twins,0.129,0.917,Matt Vierling,663837,Tigers,657746,0,4,R,R
2024-07-27,Tigers,Twins,0.095,0.952,Bligh Madris,676632,Tigers,657746,0,4,L,R
2024-07-27,Tigers,Twins,0.091,0.952,Carlos Santana,467793,Twins,669373,0,4,L,L
2024-07-27,Tigers,Twins,0.08,0.962,Manuel Margot,622534,Twins,669373,0,4,R,L
2024-07-27,Tigers,Twins,0.077,0.968,Brooks Lee,686797,Twins,669373,0,4,L,L
2024-07-27,Tigers,Twins,0.108,0.933,Justyn-Henry Malloy,669234,Tigers,657746,0,4,R,R
2024-07-27,Cardinals,Nationals,0.167,0.875,Willson Contreras,575929,Cardinals,663623,1,4,R,R
2024-07-27,Cardinals,Nationals,0.057,0.99,Michael Siani,672279,Cardinals,663623,0,4,L,R
2024-07-27,Cardinals,Nationals,0.167,0.875,CJ Abrams,682928,Nationals,502043,0,5,L,R
2024-07-27,Cardinals,Nationals,0.105,0.941,James Wood,695578,Nationals,502043,0,6,L,R
2024-07-27,Cardinals,Nationals,0.103,0.941,Nolan Arenado,571448,Cardinals,663623,0,3,R,R
2024-07-27,Cardinals,Nationals,0.174,0.867,Alec Burleson,676475,Cardinals,663623,0,5,L,R
2024-07-27,Cardinals,Nationals,0.1,0.941,Brendan Donovan,680977,Cardinals,663623,0,4,L,R
2024-07-27,Cardinals,Nationals,0.154,0.889,Paul Goldschmidt,502671,Cardinals,663623,0,3,R,R
2024-07-27,Cardinals,Nationals,0.19,0.867,Nolan Gorman,669357,Cardinals,663623,0,4,L,R
2024-07-27,Cardinals,Nationals,0.129,0.917,Lars Nootbaar,663457,Cardinals,663623,0,4,L,R
2024-07-27,Cardinals,Nationals,0.074,0.968,Masyn Winn,691026,Cardinals,663623,0,5,R,R
2024-07-27,Cardinals,Nationals,0.138,0.909,Juan Yepez,660766,Nationals,502043,0,6,R,R
2024-07-27,Cardinals,Nationals,0.1,0.941,Jesse Winker,608385,Nationals,502043,0,3,L,R
2024-07-27,Cardinals,Nationals,0.108,0.933,Luis Garcia,671277,Nationals,502043,0,6,L,R
2024-07-27,Cardinals,Nationals,0.1,0.941,Keibert Ruiz,660688,Nationals,502043,1,6,R,R
2024-07-27,Cardinals,Nationals,0.125,0.923,Lane Thomas,657041,Nationals,502043,0,6,R,R
2024-07-27,Blue Jays,Rangers,0.148,0.9,Daulton Varsho,662139,Blue Jays,547179,1,5,L,R
2024-07-27,Blue Jays,Rangers,0.08,0.962,Ernie Clement,676391,Blue Jays,547179,0,4,R,R
2024-07-27,Blue Jays,Rangers,0.1,0.941,Justin Turner,457759,Blue Jays,547179,0,5,R,R
2024-07-27,Blue Jays,Rangers,0.095,0.952,Andrew Knizner,668800,Rangers,592332,0,3,R,R
2024-07-27,Blue Jays,Rangers,0.19,0.867,Adolis Garcia,666969,Rangers,592332,0,4,R,R
2024-07-27,Blue Jays,Rangers,0.174,0.875,Vladimir Guerrero,665489,Blue Jays,547179,0,5,R,R
2024-07-27,Blue Jays,Rangers,0.125,0.917,Jonah Heim,641680,Rangers,592332,0,4,L,R
2024-07-27,Blue Jays,Rangers,0.103,0.941,Spencer Horwitz,687462,Blue Jays,547179,0,5,L,R
2024-07-27,Blue Jays,Rangers,0.095,0.952,Alejandro Kirk,672386,Blue Jays,547179,0,5,R,R
2024-07-27,Blue Jays,Rangers,0.154,0.889,Davis Schneider,676914,Blue Jays,547179,0,4,R,R
2024-07-27,Blue Jays,Rangers,0.16,0.882,George Springer,543807,Blue Jays,547179,0,5,R,R
2024-07-27,Blue Jays,Rangers,0.211,0.846,Corey Seager,608369,Rangers,592332,0,4,L,R
2024-07-27,Blue Jays,Rangers,0.133,0.917,Marcus Semien,543760,Rangers,592332,0,4,R,R
2024-07-27,Blue Jays,Rangers,0.111,0.933,Leody Taveras,665750,Rangers,592332,0,3,L,R
2024-07-27,Blue Jays,Rangers,0.114,0.933,Josh Smith,669701,Rangers,592332,0,4,L,R
2024-07-27,Blue Jays,Rangers,0.154,0.889,Wyatt Langford,694671,Rangers,592332,0,4,R,R
2024-07-28,Orioles,Padres,0.148,0.889,Colton Cowser,681297,Orioles,681190,0,5,L,R
2024-07-28,Orioles,Padres,0.19,0.857,Gunnar Henderson,683002,Orioles,681190,0,5,L,R
2024-07-28,Orioles,Padres,0.129,0.917,Ryan Mountcastle,663624,Orioles,681190,0,5,R,R
2024-07-28,Orioles,Padres,0.114,0.933,Cedric Mullins,656775,Orioles,681190,0,4,L,R
2024-07-28,Orioles,Padres,0.118,0.923,Connor Norby,681393,Orioles,681190,0,3,R,R
2024-07-28,Orioles,Padres,0.19,0.857,Anthony Santander,623993,Orioles,681190,0,5,L,R
2024-07-28,Orioles,Padres,0.138,0.909,Jordan Westburg,676059,Orioles,681190,0,5,R,R
2024-07-28,Orioles,Padres,0.103,0.941,Xander Bogaerts,593428,Padres,544150,1,4,R,R
2024-07-28,Orioles,Padres,0.129,0.917,Ryan O'Hearn,656811,Orioles,681190,0,4,L,R
2024-07-28,Orioles,Padres,0.062,0.98,Luis Arraez,650333,Padres,544150,0,6,L,R
2024-07-28,Orioles,Padres,0.095,0.952,James McCann,543510,Orioles,681190,0,4,R,R
2024-07-28,Orioles,Padres,0.125,0.923,Kyle Higashioka,543309,Padres,544150,0,4,R,R
2024-07-28,Orioles,Padres,0.118,0.923,Jake Cronenworth,630105,Padres,544150,0,5,L,R
2024-07-28,Orioles,Padres,0.095,0.952,Ha-Seong Kim,673490,Padres,544150,0,4,R,R
2024-07-28,Orioles,Padres,0.167,0.875,Manny Machado,592518,Padres,544150,0,4,R,R
2024-07-28,Orioles,Padres,0.121,0.923,Jackson Merrill,701538,Padres,544150,0,4,L,R
2024-07-28,Orioles,Padres,0.111,0.933,Jurickson Profar,595777,Padres,544150,0,5,L,R
2024-07-28,Orioles,Padres,0.087,0.962,David Peralta,444482,Padres,544150,0,4,L,R
2024-07-28,White Sox,Mariners,0.154,0.889,Eloy Jimenez,650391,White Sox,682243,0,4,R,R
2024-07-28,White Sox,Mariners,0.217,0.833,Luis Robert,673357,White Sox,682243,0,4,R,R
2024-07-28,White Sox,Mariners,0.143,0.9,Gavin Sheets,657757,White Sox,682243,0,4,L,R
2024-07-28,White Sox,Mariners,0.114,0.933,Tommy Pham,502054,White Sox,682243,0,4,R,R
2024-07-28,White Sox,Mariners,0.1,0.941,Leo Rivas,660844,Mariners,676979,0,4,L,L
2024-07-28,White Sox,Mariners,0.105,0.941,Korey Lee,686676,White Sox,682243,0,3,R,R
2024-07-28,White Sox,Mariners,0.174,0.875,Jorge Polanco,593871,Mariners,676979,0,4,L,L
2024-07-28,White Sox,Mariners,0.121,0.923,Andrew Benintendi,643217,White Sox,682243,0,4,L,R
2024-07-28,White Sox,Mariners,0.143,0.9,Paul DeJong,657557,White Sox,682243,1,4,R,R
2024-07-28,White Sox,Mariners,0.16,0.882,Mitch Haniger,571745,Mariners,676979,0,4,R,L
2024-07-28,White Sox,Mariners,0.16,0.882,Dylan Moore,664238,Mariners,676979,0,4,R,L
2024-07-28,White Sox,Mariners,0.244,0.8,Cal Raleigh,663728,Mariners,676979,1,5,L,L
2024-07-28,White Sox,Mariners,0.19,0.857,Mitch Garver,641598,Mariners,676979,0,5,R,L
2024-07-28,White Sox,Mariners,0.095,0.952,Victor Robles,645302,Mariners,676979,0,5,R,L
2024-07-28,White Sox,Mariners,0.133,0.909,Tyler Locklear,682988,Mariners,676979,0,3,R,L
2024-07-28,White Sox,Mariners,0.071,0.968,Nicky Lopez,670032,White Sox,682243,0,4,L,R
2024-07-28,Astros,Dodgers,0.129,0.917,Enrique Hernandez,571771,Dodgers,681293,0,5,R,R
2024-07-28,Astros,Dodgers,0.143,0.9,Jason Heyward,518792,Dodgers,681293,0,5,L,R
2024-07-28,Astros,Dodgers,0.133,0.909,Jose Altuve,514888,Astros,689981,0,4,R,R
2024-07-28,Astros,Dodgers,0.244,0.8,Yordan Alvarez,670541,Astros,689981,0,4,L,R
2024-07-28,Astros,Dodgers,0.129,0.917,Alex Bregman,608324,Astros,689981,0,4,R,R
2024-07-28,Astros,Dodgers,0.129,0.917,Yainer Diaz,673237,Astros,689981,1,4,R,R
2024-07-28,Astros,Dodgers,0.108,0.933,Joey Loperfido,694388,Astros,689981,0,3,L,R
2024-07-28,Astros,Dodgers,0.125,0.917,Jake Meyers,676694,Astros,689981,0,3,R,R
2024-07-28,Astros,Dodgers,0.095,0.952,Jeremy Pena,665161,Astros,689981,0,4,R,R
2024-07-28,Astros,Dodgers,0.08,0.968,Austin Barnes,605131,Dodgers,681293,0,4,R,R
2024-07-28,Astros,Dodgers,0.286,0.75,Shohei Ohtani,660271,Dodgers,681293,0,5,L,R
2024-07-28,Astros,Dodgers,0.105,0.941,Gavin Lux,666158,Dodgers,681293,1,5,L,R
2024-07-28,Astros,Dodgers,0.133,0.917,James Outman,681546,Dodgers,681293,1,4,L,R
2024-07-28,Astros,Dodgers,0.118,0.923,Victor Caratini,605170,Astros,689981,0,3,L,R
2024-07-28,Astros,Dodgers,0.087,0.962,Cavan Biggio,624415,Dodgers,681293,0,5,L,R
2024-07-28,Astros,Dodgers,0.19,0.867,Teoscar Hernandez,606192,Dodgers,681293,1,5,R,R
2024-07-28,Mets,Braves,0.095,0.952,Orlando Arcia,606115,Braves,656849,1,4,R,L
2024-07-28,Mets,Braves,0.121,0.923,Travis d'Arnaud,518595,Braves,656849,0,4,R,L
2024-07-28,Mets,Braves,0.231,0.818,Adam Duvall,594807,Braves,656849,0,5,R,L
2024-07-28,Mets,Braves,0.167,0.875,Matt Olson,621566,Braves,656849,1,4,L,L
2024-07-28,Mets,Braves,0.217,0.833,Marcell Ozuna,542303,Braves,656849,0,5,R,L
2024-07-28,Mets,Braves,0.19,0.857,Austin Riley,663586,Braves,656849,1,5,R,L
2024-07-28,Mets,Braves,0.083,0.962,Jose Iglesias,578428,Mets,625643,0,4,R,R
2024-07-28,Mets,Braves,0.071,0.968,Luke Williams,663897,Braves,656849,0,2,R,L
2024-07-28,Mets,Braves,0.19,0.857,Pete Alonso,624413,Mets,625643,1,4,R,R
2024-07-28,Mets,Braves,0.154,0.889,Francisco Alvarez,682626,Mets,625643,0,4,R,R
2024-07-28,Mets,Braves,0.182,0.867,Francisco Lindor,596019,Mets,625643,0,3,L,R
2024-07-28,Mets,Braves,0.105,0.941,Jeff McNeil,643446,Mets,625643,0,4,L,R
2024-07-28,Mets,Braves,0.154,0.889,Brandon Nimmo,607043,Mets,625643,0,4,L,R
2024-07-28,Mets,Braves,0.143,0.9,Tyrone Taylor,621438,Mets,625643,0,4,R,R
2024-07-28,Mets,Braves,0.19,0.867,Mark Vientos,668901,Mets,625643,0,4,R,R
2024-07-28,Mets,Braves,0.129,0.917,Ramon Laureano,657656,Braves,656849,1,4,R,L
2024-07-28,Mets,Braves,0.095,0.952,Ben Gamel,592325,Mets,625643,0,3,L,R
2024-07-28,Royals,Cubs,0.143,0.9,Dansby Swanson,621020,Cubs,666142,0,5,R,L
2024-07-28,Royals,Cubs,0.148,0.9,David Bote,623520,Cubs,666142,0,5,R,L
2024-07-28,Royals,Cubs,0.091,0.952,Pete Crow-Armstrong,691718,Cubs,666142,0,4,L,L
2024-07-28,Royals,Cubs,0.143,0.9,Ian Happ,664023,Cubs,666142,0,5,L,L
2024-07-28,Royals,Cubs,0.087,0.962,Nico Hoerner,663538,Cubs,666142,0,5,R,L
2024-07-28,Royals,Cubs,0.217,0.833,Christopher Morel,666624,Cubs,666142,0,1,R,L
2024-07-28,Royals,Cubs,0.167,0.882,Seiya Suzuki,673548,Cubs,666142,0,5,R,L
2024-07-28,Royals,Cubs,0.222,0.818,Patrick Wisdom,621550,Cubs,666142,1,5,R,L
2024-07-28,Royals,Cubs,0.129,0.917,Freddy Fermin,666023,Royals,665871,1,4,R,R
2024-07-28,Royals,Cubs,0.087,0.962,Maikel Garcia,672580,Royals,665871,0,3,R,R
2024-07-28,Royals,Cubs,0.083,0.962,Kyle Isbel,664728,Royals,665871,0,3,L,R
2024-07-28,Royals,Cubs,0.167,0.882,Michael Massey,686681,Royals,665871,0,4,L,R
2024-07-28,Royals,Cubs,0.182,0.867,MJ Melendez,669004,Royals,665871,0,4,L,R
2024-07-28,Royals,Cubs,0.167,0.882,Vinnie Pasquantino,686469,Royals,665871,0,4,L,R
2024-07-28,Royals,Cubs,0.235,0.818,Salvador Perez,521692,Royals,665871,0,4,R,R
2024-07-28,Royals,Cubs,0.2,0.846,Bobby Witt,677951,Royals,665871,0,4,R,R
2024-07-28,Royals,Cubs,0.2,0.846,Hunter Renfroe,592669,Royals,665871,0,4,R,R
2024-07-28,Diamondbacks,Pirates,0.114,0.933,Corbin Carroll,682998,Diamondbacks,656605,0,5,L,R
2024-07-28,Diamondbacks,Pirates,0.071,0.968,Jake McCarthy,664983,Diamondbacks,656605,0,4,L,R
2024-07-28,Diamondbacks,Pirates,0.08,0.962,Geraldo Perdomo,672695,Diamondbacks,656605,0,5,L,R
2024-07-28,Diamondbacks,Pirates,0.087,0.962,Alek Thomas,677950,Diamondbacks,656605,0,4,L,R
2024-07-28,Diamondbacks,Pirates,0.19,0.857,Christian Walker,572233,Diamondbacks,656605,0,4,R,R
2024-07-28,Diamondbacks,Pirates,0.103,0.941,Yasmani Grandal,518735,Pirates,700270,0,4,R,R
2024-07-28,Diamondbacks,Pirates,0.121,0.923,Connor Joe,656582,Pirates,700270,0,3,R,R
2024-07-28,Diamondbacks,Pirates,0.143,0.9,Andrew McCutchen,457705,Pirates,700270,0,5,R,R
2024-07-28,Diamondbacks,Pirates,0.067,0.98,Ji Hwan Bae,678225,Pirates,700270,0,4,L,R
2024-07-28,Diamondbacks,Pirates,0.2,0.846,Oneil Cruz,665833,Pirates,700270,1,5,L,R
2024-07-28,Diamondbacks,Pirates,0.087,0.962,Ke'Bryan Hayes,663647,Pirates,700270,0,5,R,R
2024-07-28,Diamondbacks,Pirates,0.182,0.867,Joc Pederson,592626,Diamondbacks,656605,0,3,L,R
2024-07-28,Diamondbacks,Pirates,0.148,0.9,Jack Suwinski,669261,Pirates,700270,0,2,L,R
2024-07-28,Diamondbacks,Pirates,0.091,0.952,Jared Triolo,669707,Pirates,700270,0,5,R,R
2024-07-28,Diamondbacks,Pirates,0.138,0.909,Eugenio Suarez,553993,Diamondbacks,656605,1,4,R,R
2024-07-28,Red Sox,Yankees,0.2,0.846,Rafael Devers,646240,Red Sox,607074,0,4,L,L
2024-07-28,Red Sox,Yankees,0.1,0.941,Jarren Duran,680776,Red Sox,607074,0,5,L,L
2024-07-28,Red Sox,Yankees,0.129,0.917,Romy Gonzalez,663853,Red Sox,607074,0,4,R,L
2024-07-28,Red Sox,Yankees,0.125,0.917,Ceddanne Rafaela,678882,Red Sox,607074,0,4,R,L
